,종목코드,종목명,종류
0,종목코드,종목명,종류
1,060310,3S,KOSDAQ
2,095570,AJ네트웍스,KOSPI
3,068400,AJ렌터카,KOSPI
4,006840,AK홀딩스,KOSPI
5,054620,APS홀딩스,KOSDAQ
6,211270,AP위성,KOSDAQ
7,152100,ARIRANG 200,ETF
8,222170,ARIRANG S&P한국배당성장,ETF
9,161490,ARIRANG 경기방어주,ETF
10,161500,ARIRANG 경기주도주,ETF
11,161510,ARIRANG 고배당주,ETF
12,189400,ARIRANG 글로벌MSCI(합성 H),ETF
13,190160,ARIRANG 단기유동성,ETF
14,213630,ARIRANG 미국다우존스고배당주(합성 H),KOSPI
15,190150,ARIRANG 바벨 채권,ETF
16,195970,ARIRANG 선진국MSCI(합성 H),ETF
17,236460,ARIRANG 스마트베타 LowVOL,KOSPI
18,222190,ARIRANG 스마트베타 Momentum,ETF
19,222200,ARIRANG 스마트베타 Quality,ETF
20,222180,ARIRANG 스마트베타 Value,ETF
21,238670,ARIRANG 스마트베타Quality채권혼합,KOSPI
22,195980,ARIRANG 신흥국MSCI(합성 H),ETF
23,239660,ARIRANG 우량회사채50 1년,KOSPI
24,204420,ARIRANG 차이나H 레버리지(합성 H),KOSPI
25,227830,ARIRANG 코스피,KOSPI
26,141240,ARIRANG 코스피100동일가중,ETF
27,122090,ARIRANG 코스피50,ETF
28,027410,BGF리테일,KOSPI
29,138930,BNK금융지주,KOSPI
30,001460,BYC,KOSPI
31,001465,BYC우,KOSPI
32,032040,C&S자산관리,KOSDAQ
33,001040,CJ,KOSPI
34,079160,CJ CGV,KOSPI
35,130960,CJ E&M,KOSDAQ
36,000120,CJ대한통운,KOSPI
37,011150,CJ씨푸드,KOSPI
38,011155,CJ씨푸드1우,KOSPI
39,035760,CJ오쇼핑,KOSDAQ
40,001045,CJ우,KOSPI
41,097950,CJ제일제당,KOSPI
42,097955,CJ제일제당 우,KOSPI
43,051500,CJ프레시웨이,KOSDAQ
44,037560,CJ헬로비전,KOSPI
45,058820,CMG제약,KOSDAQ
46,023460,CNH,KOSDAQ
47,083660,CSA 코스믹,KOSDAQ
48,000590,CS홀딩스,KOSPI
49,DAX,DAX,INDEX
50,139130,DGB금융지주,KOSPI
51,068790,DMS,KOSDAQ
52,004840,DRB동일,KOSPI
53,241520,DSC인베스트먼트,KOSDAQ
54,155660,DSR,KOSPI
55,069730,DSR제강,KOSPI
56,009730,DS제강,KOSDAQ
57,017940,E1,KOSPI
58,037370,EG,KOSDAQ
59,079190,EMW,KOSDAQ
60,007700,F&F,KOSPI
61,FTSE,FTSE,INDEX
62,130500,GH신소재,KOSDAQ
63,114090,GKL,KOSPI
64,900290,GRT,KOSDAQ
65,078930,GS,KOSPI
66,083450,GST,KOSDAQ
67,006360,GS건설,KOSPI
68,001250,GS글로벌,KOSPI
69,007070,GS리테일,KOSPI
70,078935,GS우,KOSPI
71,028150,GS홈쇼핑,KOSDAQ
72,041590,GemTech,KOSDAQ
73,032800,G러닝,KOSDAQ
74,078150,HB테크놀러지,KOSDAQ
75,001500,HMC투자증권,KOSPI
76,036640,HRS,KOSDAQ
77,225430,IBKS제3호스팩,KOSDAQ
78,003560,IHQ,KOSPI
79,095340,ISC,KOSDAQ
80,099520,ITX엠투엠,KOSDAQ
81,175330,JB금융지주,KOSPI
82,234080,JW생명과학,KOSPI
83,067290,JW신약,KOSDAQ
84,001060,JW중외제약,KOSPI
85,001067,JW중외제약2우B,KOSPI
86,001065,JW중외제약우,KOSPI
87,096760,JW홀딩스,KOSPI
88,035900,JYP Ent.,KOSDAQ
89,148020,KBSTAR 200,ETF
90,105780,KBSTAR 5대그룹주,ETF
91,234310,KBSTAR V&S셀렉트밸류,KOSPI
92,241390,KBSTAR V&S셀렉트밸류채권혼합,KOSPI
93,114100,KBSTAR 국고채3년,ETF
94,196230,KBSTAR 단기통안채,ETF
95,219390,KBSTAR 미국S&P원유생산기업(합성 H),ETF
96,140570,KBSTAR 수출주,ETF
97,140580,KBSTAR 우량업종,ETF
98,196220,KBSTAR 일본TOPIX레버리지(H),ETF
99,183710,KBSTAR 주식혼합,ETF
100,174360,KBSTAR 중국본토대형주CSI100,ETF
101,136340,KBSTAR 중기우량회사채,ETF
102,183700,KBSTAR 채권혼합,ETF
103,105560,KB금융,KOSPI
104,002550,KB손해보험,KOSPI
105,024120,KB오토시스,KOSDAQ
106,021960,KB캐피탈,KOSPI
107,002380,KCC,KOSPI
108,021320,KCC건설,KOSDAQ
109,036670,KCI,KOSDAQ
110,009070,KCTC,KOSPI
111,009440,KC그린홀딩스,KOSPI
112,119650,KC코트렐,KOSPI
113,044180,KD건설,KOSDAQ
114,092220,KEC,KOSPI
115,109070,KGP,KOSPI
116,046440,KG모빌리언스,KOSDAQ
117,035600,KG이니시스,KOSDAQ
118,001390,KG케미칼,KOSPI
119,060720,KH바텍,KOSDAQ
120,105190,KINDEX 200,ETF
121,225130,KINDEX 골드선물 레버리지(합성 H),ETF
122,232590,KINDEX 골드선물 인버스2X(합성 H),KOSPI
123,190620,KINDEX 단기통안채,ETF
124,152500,KINDEX 레버리지,ETF
125,181480,KINDEX 미국다우존스리츠(합성 H),ETF
126,211260,KINDEX 배당성장,KOSPI
127,143460,KINDEX 밸류대형,ETF
128,131890,KINDEX 삼성그룹동일가중,ETF
129,108450,KINDEX 삼성그룹섹터가중,ETF
130,145670,KINDEX 인버스,ETF
131,238720,KINDEX 일본Nikkei225(H),KOSPI
132,196030,KINDEX 일본TOPIX레버리지(H),ETF
133,205720,KINDEX 일본TOPIX인버스(합성 H),KOSPI
134,168580,KINDEX 중국본토CSI300,ETF
135,219900,KINDEX 중국본토CSI300레버리지(합성),ETF
136,114460,KINDEX 중기국고채,ETF
137,227930,KINDEX 코스닥 150,ETF
138,234790,KINDEX 코스닥150 레버리지,KOSPI
139,226380,KINDEX 한류,ETF
140,001940,KISCO홀딩스,KOSPI
141,192530,KJB금융지주,KOSPI
142,083470,KJ프리텍,KOSDAQ
143,122450,KMH,KOSDAQ
144,058400,KNN,KOSDAQ
145,069500,KODEX 200,ETF
146,226980,KODEX 200 중소형,ETF
147,223190,KODEX 200가치저변동,ETF
148,099140,KODEX China H,ETF
149,204450,KODEX China H 레버리지(H),KOSPI
150,156080,KODEX KOREA MSCI,ETF
151,229720,KODEX KTOP30,ETF
152,117700,KODEX 건설,ETF
153,132030,KODEX 골드선물(H),ETF
154,138910,KODEX 구리선물(H),ETF
155,114260,KODEX 국고채3년,ETF
156,152380,KODEX 국채선물10년,ETF
157,176950,KODEX 국채선물10년인버스,ETF
158,102960,KODEX 기계장비,ETF
159,153130,KODEX 단기채권,ETF
160,200050,KODEX 독일MSCI(합성),ETF
161,122630,KODEX 레버리지,ETF
162,200020,KODEX 미국S&P IT(합성),ETF
163,219480,KODEX 미국S&P500선물(H),ETF
164,200040,KODEX 미국S&P금융(합성),ETF
165,185680,KODEX 미국S&P바이오(합성),ETF
166,200030,KODEX 미국S&P산업재(합성),ETF
167,218420,KODEX 미국S&P에너지(합성),ETF
168,091160,KODEX 반도체,ETF
169,211900,KODEX 배당성장,KOSPI
170,237370,KODEX 배당성장채권혼합,KOSPI
171,140700,KODEX 보험,ETF
172,102780,KODEX 삼성그룹,ETF
173,213610,KODEX 삼성그룹밸류,KOSPI
174,136280,KODEX 소비재,ETF
175,117460,KODEX 에너지화학,ETF
176,140710,KODEX 운송,ETF
177,144600,KODEX 은선물(H),ETF
178,091170,KODEX 은행,ETF
179,114800,KODEX 인버스,ETF
180,101280,KODEX 일본TOPIX100,ETF
181,091180,KODEX 자동차,ETF
182,169950,KODEX 중국본토 A50,ETF
183,102970,KODEX 증권,ETF
184,117680,KODEX 철강,ETF
185,229200,KODEX 코스닥 150,ETF
186,233740,KODEX 코스닥150 레버리지,KOSPI
187,226490,KODEX 코스피,ETF
188,237350,KODEX 코스피100,KOSPI
189,138920,KODEX 콩선물(H),ETF
190,KOSDAQ,KOSDAQ,INDEX
191,152280,KOSEF 200,ETF
192,069660,KOSEF 200,ETF
193,100910,KOSEF KRX100,ETF
194,104530,KOSEF 고배당,ETF
195,148070,KOSEF 국고채10년,ETF
196,167860,KOSEF 국고채10년레버리지,ETF
197,114470,KOSEF 국고채3년,ETF
198,130730,KOSEF 단기자금,ETF
199,138230,KOSEF 미국달러선물,ETF
200,225800,KOSEF 미국달러선물 레버리지(합성),ETF
201,230480,KOSEF 미국달러선물 인버스2X(합성),ETF
202,139660,KOSEF 미국달러선물인버스,ETF
203,104520,KOSEF 블루칩,ETF
204,200250,KOSEF 인도Nifty50(합성),ETF
205,153270,KOSEF 코스피100,ETF
206,122260,KOSEF 통안채1년,ETF
207,KOSPI,KOSPI,INDEX
208,083420,KPX그린케미칼,KOSPI
209,114450,KPX생명과학,KOSDAQ
210,025000,KPX케미칼,KOSPI
211,092230,KPX홀딩스,KOSPI
212,044450,KSS해운,KOSPI
213,030200,KT,KOSPI
214,033780,KT&G,KOSPI
215,030210,KTB투자증권,KOSPI
216,036030,KTH,KOSDAQ
217,168300,KTOP 코스피50,ETF
218,058850,KTcs,KOSPI
219,060370,KT서브마린,KOSDAQ
220,003550,LG,KOSPI
221,034220,LG디스플레이,KOSPI
222,001120,LG상사,KOSPI
223,068870,LG생명과학,KOSPI
224,068875,LG생명과학우,KOSPI
225,051900,LG생활건강,KOSPI
226,051905,LG생활건강우,KOSPI
227,003555,LG우,KOSPI
228,032640,LG유플러스,KOSPI
229,011070,LG이노텍,KOSPI
230,066570,LG전자,KOSPI
231,066575,LG전자우,KOSPI
232,093050,LG패션,KOSPI
233,108670,LG하우시스,KOSPI
234,108675,LG하우시스우,KOSPI
235,051910,LG화학,KOSPI
236,051915,LG화학우,KOSPI
237,079550,LIG넥스원,KOSPI
238,006260,LS,KOSPI
239,000680,LS네트웍스,KOSPI
240,010120,LS산전,KOSPI
241,229640,LS전선아시아,KOSPI
242,086960,MDS테크,KOSDAQ
243,023150,MH에탄올,KOSPI
244,065150,MP그룹,KOSDAQ
245,NASDAQ,NASDAQ,INDEX
246,160550,NEW,KOSDAQ
247,035420,NHN,KOSPI
248,104200,NHN벅스,KOSDAQ
249,181710,NHN엔터테인먼트,KOSPI
250,060250,NHN한국사이버결제,KOSDAQ
251,005940,NH투자증권,KOSPI
252,005945,NH투자증권우,KOSPI
253,034310,NICE,KOSPI
254,030190,NICE평가정보,KOSDAQ
255,NIKKEI,NIKKEI,INDEX
256,008260,NI스틸,KOSPI
257,004250,NPC,KOSPI
258,004255,NPC우,KOSPI
259,010060,OCI,KOSPI
260,024940,PN풍년,KOSDAQ
261,005490,POSCO,KOSPI
262,091340,S&K폴리텍,KOSDAQ
263,100840,S&TC,KOSPI
264,000040,S&T모터스,KOSPI
265,064960,S&T모티브,KOSPI
266,003570,S&T중공업,KOSPI
267,036530,S&T홀딩스,KOSPI
268,010950,S-Oil,KOSPI
269,010955,S-Oil우,KOSPI
270,950110,SBI액시즈,KOSDAQ
271,019550,SBI인베스트먼트,KOSDAQ
272,034120,SBS,KOSPI
273,101060,SBS미디어홀딩스,KOSPI
274,046140,SBS콘텐츠허브,KOSDAQ
275,036120,SCI평가정보,KOSDAQ
276,099220,SDN,KOSDAQ
277,036540,SFA반도체,KOSDAQ
278,040610,SG&G,KOSDAQ
279,049470,SGA,KOSDAQ
280,004060,SG세계물산,KOSPI
281,001380,SG충방,KOSPI
282,002360,SH에너지화학,KOSPI
283,009160,SIMPAC,KOSPI
284,090730,SIMPAC Metal,KOSDAQ
285,123700,SJM,KOSPI
286,025530,SJM홀딩스,KOSPI
287,034730,SK,KOSPI
288,207930,SK1호스팩,KOSDAQ
289,011790,SKC,KOSPI
290,057500,SKC 솔믹스,KOSDAQ
291,178920,SKC코오롱PI,KOSDAQ
292,018670,SK가스,KOSPI
293,001740,SK네트웍스,KOSPI
294,001745,SK네트웍스우,KOSPI
295,210980,SK디앤디,KOSPI
296,036490,SK머티리얼즈,KOSDAQ
297,052260,SK바이오랜드,KOSDAQ
298,03473K,SK우,KOSPI
299,096770,SK이노베이션,KOSPI
300,096775,SK이노베이션우,KOSPI
301,001510,SK증권,KOSPI
302,001515,SK증권우,KOSPI
303,066270,SK컴즈,KOSDAQ
304,006120,SK케미칼,KOSPI
305,006125,SK케미칼우,KOSPI
306,017670,SK텔레콤,KOSPI
307,000660,SK하이닉스,KOSPI
308,048550,SM C&C,KOSDAQ
309,208470,SMART 선진국MSCI World(합성 H),KOSPI
310,220130,SMART 중국본토 중소형 CSI500(합성 H),ETF
311,099440,SMEC,KOSDAQ
312,005610,SPC삼립,KOSPI
313,SSE,SSE,INDEX
314,011810,STX,KOSPI
315,071970,STX중공업,KOSPI
316,028670,STX팬오션,KOSPI
317,084870,TBH글로벌,KOSPI
318,002710,TCC동양,KOSPI
319,102110,TIGER 200,ETF
320,139260,TIGER 200 IT,ETF
321,139220,TIGER 200 건설,ETF
322,139290,TIGER 200 경기소비재,ETF
323,139270,TIGER 200 금융,ETF
324,227550,TIGER 200 산업재,ETF
325,227560,TIGER 200 생활소비재,ETF
326,139250,TIGER 200 에너지화학,ETF
327,139230,TIGER 200 중공업,ETF
328,139240,TIGER 200 철강소재,ETF
329,227540,TIGER 200 헬스케어,ETF
330,166400,TIGER 200커버드C,ETF
331,091210,TIGER KRX100,ETF
332,228820,TIGER KTOP30,ETF
333,138530,TIGER LG그룹+펀더멘털,ETF
334,217790,TIGER 가격조정,ETF
335,139280,TIGER 경기방어,ETF
336,237440,TIGER 경기방어채권혼합,KOSPI
337,160580,TIGER 구리실물,ETF
338,114820,TIGER 국채3년,ETF
339,139310,TIGER 금속선물(H),ETF
340,139320,TIGER 금은선물(H),ETF
341,137610,TIGER 농산물선물Enhanced(H),ETF
342,182490,TIGER 단기선진하이일드(합성 H),ETF
343,157450,TIGER 단기통안채,ETF
344,105010,TIGER 라틴35,ETF
345,123320,TIGER 레버리지,ETF
346,174350,TIGER 로우볼,ETF
347,147970,TIGER 모멘텀,ETF
348,182480,TIGER 미국MSCI리츠(합성 H),ETF
349,225040,TIGER 미국S&P500레버리지(합성 H),ETF
350,143850,TIGER 미국S&P500선물(H),ETF
351,225030,TIGER 미국S&P500선물인버스(H),ETF
352,133690,TIGER 미국나스닥100,ETF
353,203780,TIGER 미국나스닥바이오,KOSPI
354,228810,TIGER 미디어컨텐츠,ETF
355,091230,TIGER 반도체,ETF
356,098560,TIGER 방송통신,ETF
357,211560,TIGER 배당성장,KOSPI
358,170350,TIGER 베타플러스,ETF
359,138520,TIGER 삼성그룹펀더멘털,ETF
360,152180,TIGER 생활필수품,ETF
361,157490,TIGER 소프트웨어,ETF
362,228800,TIGER 여행레저,ETF
363,227570,TIGER 우량가치,ETF
364,130680,TIGER 원유선물Enhanced(H),ETF
365,217770,TIGER 원유선물인버스(H),ETF
366,195930,TIGER 유로스탁스50(합성 H),ETF
367,225050,TIGER 유로스탁스레버리지(합성 H),ETF
368,091220,TIGER 은행,ETF
369,225060,TIGER 이머징마켓MSCI레버리지(합성 H),ETF
370,123310,TIGER 인버스,ETF
371,195920,TIGER 일본TOPIX(합성 H),ETF
372,241180,TIGER 일본니케이225,KOSPI
373,157510,TIGER 자동차,ETF
374,150460,TIGER 중국소비테마,ETF
375,157500,TIGER 증권,ETF
376,192090,TIGER 차이나CSI300,ETF
377,204480,TIGER 차이나CSI300레버리지(합성),KOSPI
378,217780,TIGER 차이나CSI300인버스(합성),ETF
379,117690,TIGER 차이나항셍25,ETF
380,232080,TIGER 코스닥150,ETF
381,233160,TIGER 코스닥150 레버리지,KOSPI
382,210780,TIGER 코스피고배당,KOSPI
383,143860,TIGER 헬스케어,ETF
384,138540,TIGER 현대차그룹+펀더멘털,ETF
385,228790,TIGER 화장품,ETF
386,157520,TIGER 화학,ETF
387,032540,TJ미디어,KOSDAQ
388,048770,TPC,KOSDAQ
389,108590,TREX 200,ETF
390,097750,TREX 중소형가치,ETF
391,145850,TREX 펀더멘탈 200,ETF
392,570005,TRUE 목표변동성20 코스피선물 ETN,ETF
393,570003,TRUE 빅5 동일가중 ETN,ETF
394,570007,TRUE 위안화 중국5년국채 ETN,ETF
395,570004,TRUE 인버스 유로스탁스50 ETN(H),ETF
396,570006,TRUE 인버스 차이나H ETN(H),ETF
397,011000,VGX인터,KOSPI
398,024070,WISCOM,KOSPI
399,052300,W홀딩컴퍼니,KOSDAQ
400,037270,YG PLUS,KOSPI
401,040300,YTN,KOSDAQ
402,051390,YW,KOSDAQ
403,580004,able KQ Monthly Best 11 ETN,ETF
404,580003,able Monthly Best 11 ETN,ETF
405,580005,able 우량주 Monthly Best 11 ETN,ETF
406,052220,iMBC,KOSDAQ
407,550016,octo 건설 TOP5 ETN,ETF
408,550006,octo 내수소비 TOP5 ETN,ETF
409,550004,octo 롱숏 K150 매수 로우볼 매도 ETN,ETF
410,550014,octo 바이오 TOP5 ETN,ETF
411,550008,octo 소프트웨어 TOP5 ETN,ETF
412,550003,octo 스마트리밸런싱 250/3 ETN,ETF
413,550005,octo 에너지 TOP5 ETN,ETF
414,550010,octo 운송 TOP5 ETN,ETF
415,550012,octo 의료 TOP5 ETN,ETF
416,550011,octo 자동차 TOP5 ETN,ETF
417,550015,octo 제약 TOP5 ETN,ETF
418,550007,octo 조선 TOP5 ETN,ETF
419,550009,octo 하드웨어 TOP5 ETN,ETF
420,550013,octo 화학 TOP5 ETN,ETF
421,079940,가비아,KOSDAQ
422,078890,가온미디어,KOSDAQ
423,000500,가온전선,KOSPI
424,192410,감마누,KOSDAQ
425,024840,갑을메탈,KOSDAQ
426,000860,강남제비스코,KOSPI
427,217730,강스템바이오텍,KOSDAQ
428,035250,강원랜드,KOSPI
429,011420,갤럭시아에스엠,KOSPI
430,094480,갤럭시아컴즈,KOSDAQ
431,063080,게임빌,KOSDAQ
432,041140,게임하이,KOSDAQ
433,039240,경남스틸,KOSDAQ
434,053950,경남제약,KOSDAQ
435,002100,경농,KOSPI
436,012320,경동가스,KOSPI
437,009450,경동나비엔,KOSPI
438,011040,경동제약,KOSDAQ
439,000050,경방,KOSPI
440,214390,경보제약,KOSPI
441,012610,경인양행,KOSPI
442,009140,경인전자,KOSPI
443,024910,경창산업,KOSDAQ
444,013580,계룡건설,KOSPI
445,012200,계양전기,KOSPI
446,012205,계양전기우,KOSPI
447,004200,고려개발,KOSPI
448,089890,고려반도체,KOSDAQ
449,002140,고려산업,KOSPI
450,049720,고려신용정보,KOSDAQ
451,010130,고려아연,KOSPI
452,002240,고려제강,KOSPI
453,014570,고려제약,KOSDAQ
454,098460,고영,KOSDAQ
455,038530,골드퍼시픽,KOSDAQ
456,206660,골든브릿지제2호스팩,KOSDAQ
457,219580,골든브릿지제3호스팩,KOSDAQ
458,001290,골든브릿지증권,KOSPI
459,900280,골든센츄리,KOSDAQ
460,215000,골프존,KOSDAQ
461,121440,골프존뉴딘,KOSDAQ
462,009290,광동제약,KOSPI
463,014200,광림,KOSDAQ
464,017040,광명전기,KOSPI
465,017900,광전자,KOSPI
466,037710,광주신세계,KOSPI
467,026910,광진실업,KOSDAQ
468,090150,광진윈텍,KOSDAQ
469,223040,교보5호스팩,KOSDAQ
470,030610,교보증권,KOSPI
471,053270,구영테크,KOSDAQ
472,007690,국도화학,KOSPI
473,005320,국동,KOSPI
474,001140,국보,KOSPI
475,066620,국보디자인,KOSDAQ
476,043650,국순당,KOSDAQ
477,006050,국영지앤엠,KOSDAQ
478,060480,국일신동,KOSDAQ
479,078130,국일제지,KOSDAQ
480,002720,국제약품,KOSPI
481,019010,그랜드백화점,KOSDAQ
482,014530,극동유화,KOSPI
483,900070,글로벌에스엠,KOSDAQ
484,019660,글로본,KOSDAQ
485,014280,금강공업,KOSPI
486,014285,금강공업우,KOSPI
487,053260,금강철강,KOSDAQ
488,008870,금비,KOSPI
489,001570,금양,KOSPI
490,002990,금호산업,KOSPI
491,002995,금호산업우,KOSPI
492,011780,금호석유,KOSPI
493,011785,금호석유우,KOSPI
494,214330,금호에이치티,KOSPI
495,001210,금호전기,KOSPI
496,010050,금호종금,KOSPI
497,073240,금호타이어,KOSPI
498,036190,금화피에스시,KOSDAQ
499,049080,기가레인,KOSDAQ
500,035460,기산텔레콤,KOSDAQ
501,092440,기신정기,KOSPI
502,000270,기아차,KOSPI
503,024110,기업은행,KOSPI
504,013700,까뮤이앤씨,KOSPI
505,004540,깨끗한나라,KOSPI
506,004545,깨끗한나라우,KOSPI
507,187790,나노,KOSDAQ
508,121600,나노신소재,KOSDAQ
509,039860,나노엔텍,KOSDAQ
510,091970,나노캠텍,KOSDAQ
511,051490,나라엠앤디,KOSDAQ
512,007460,나라케이아이씨,KOSPI
513,190510,나무가,KOSDAQ
514,089600,나스미디어,KOSDAQ
515,138610,나이벡,KOSDAQ
516,130580,나이스디앤비,KOSDAQ
517,036800,나이스정보통신,KOSDAQ
518,008350,남선알미늄,KOSPI
519,008355,남선알미우,KOSPI
520,004270,남성,KOSPI
521,003920,남양유업,KOSPI
522,003925,남양유업우,KOSPI
523,002070,남영비비안,KOSPI
524,025860,남해화학,KOSPI
525,091590,남화토건,KOSDAQ
526,168330,내츄럴엔도텍,KOSDAQ
527,072770,네오디안테크놀로지,KOSDAQ
528,212560,네오오토,KOSDAQ
529,095660,네오위즈,KOSDAQ
530,042420,네오위즈홀딩스,KOSDAQ
531,085910,네오티스,KOSDAQ
532,092730,네오팜,KOSDAQ
533,101400,네오피델리티,KOSDAQ
534,153460,네이블,KOSDAQ
535,007390,네이처셀,KOSDAQ
