,종목코드,종목명,종류
536,033640,네패스,KOSDAQ
537,087730,네패스신소재,KOSDAQ
538,005720,넥센,KOSPI
539,005725,넥센우,KOSPI
540,002350,넥센타이어,KOSPI
541,002355,넥센타이어1우B,KOSPI
542,073070,넥센테크,KOSDAQ
543,110570,넥솔론,KOSPI
544,081970,넥스지,KOSDAQ
545,089140,넥스턴,KOSDAQ
546,065170,넥스트BT,KOSDAQ
547,139670,넥스트리밍,KOSDAQ
548,051980,넥스트바이오홀딩스,KOSDAQ
549,137940,넥스트아이,KOSDAQ
550,092600,넥스트칩,KOSDAQ
551,090350,노루페인트,KOSPI
552,090355,노루페인트우,KOSPI
553,000320,노루홀딩스,KOSPI
554,000327,노루홀딩스2우B,KOSPI
555,000325,노루홀딩스우,KOSPI
556,006280,녹십자,KOSPI
557,144510,녹십자랩셀,KOSDAQ
558,031390,녹십자셀,KOSDAQ
559,142280,녹십자엠에스,KOSDAQ
560,005250,녹십자홀딩스,KOSPI
561,005255,녹십자홀딩스1우,KOSPI
562,005257,녹십자홀딩스2우,KOSPI
563,004370,농심,KOSPI
564,072710,농심홀딩스,KOSPI
565,054050,농우바이오,KOSDAQ
566,040160,누리텔레콤,KOSDAQ
567,069140,누리플랜,KOSDAQ
568,126870,뉴로스,KOSDAQ
569,060260,뉴보텍,KOSDAQ
570,012340,뉴인텍,KOSDAQ
571,222040,뉴트리바이오텍,KOSDAQ
572,144960,뉴파워프라즈마,KOSDAQ
573,900100,뉴프라이드,KOSDAQ
574,085670,뉴프렉스,KOSDAQ
575,053290,능률교육,KOSDAQ
576,222810,닉스테크,KOSDAQ
577,119860,다나와,KOSDAQ
578,064260,다날,KOSDAQ
579,093640,다믈멀티미디어,KOSDAQ
580,039560,다산네트웍스,KOSDAQ
581,023590,다우기술,KOSPI
582,032190,다우데이타,KOSDAQ
583,020120,다우인큐브,KOSPI
584,DJI,다우존스,INDEX
585,068240,다원시스,KOSDAQ
586,015590,대경기계,KOSPI
587,019680,대교,KOSPI
588,019685,대교우B,KOSPI
589,006370,대구백화점,KOSPI
590,004130,대덕GDS,KOSPI
591,004135,대덕GDS우,KOSPI
592,008060,대덕전자,KOSPI
593,000490,대동공업,KOSPI
594,020400,대동금속,KOSDAQ
595,008830,대동기어,KOSDAQ
596,048470,대동스틸,KOSDAQ
597,008110,대동전자,KOSPI
598,004780,대륙제관,KOSDAQ
599,005750,대림B&Co,KOSPI
600,000210,대림산업,KOSPI
601,000215,대림산업우,KOSPI
602,004440,대림씨엔에스,KOSPI
603,017650,대림제지,KOSDAQ
604,006570,대림통상,KOSPI
605,007720,대명코퍼레이션,KOSDAQ
606,078140,대봉엘에스,KOSDAQ
607,001680,대상,KOSPI
608,001689,대상3우B,KOSPI
609,001685,대상우,KOSPI
610,084690,대상홀딩스,KOSPI
611,084695,대상홀딩스우,KOSPI
612,036480,대성미생물,KOSDAQ
613,128820,대성산업,KOSPI
614,117580,대성에너지,KOSPI
615,027830,대성창투,KOSDAQ
616,104040,대성파인텍,KOSDAQ
617,005620,대성합동지주,KOSPI
618,016710,대성홀딩스,KOSPI
619,020180,대신정보통신,KOSDAQ
620,003540,대신증권,KOSPI
621,003547,대신증권2우B,KOSPI
622,003545,대신증권우,KOSPI
623,045390,대아티아이,KOSDAQ
624,009190,대양금속,KOSPI
625,108380,대양전기공업,KOSDAQ
626,006580,대양제지,KOSDAQ
627,014160,대영포장,KOSPI
628,520003,대우 원자재 선물 ETN(H),ETF
629,520002,대우 차이나 대표주 15 ETN(H),ETF
630,047040,대우건설,KOSPI
631,009320,대우부품,KOSPI
632,204440,대우스팩2호,KOSDAQ
633,215580,대우스팩3호,KOSDAQ
634,042660,대우조선해양,KOSPI
635,003090,대웅,KOSPI
636,069620,대웅제약,KOSPI
637,000430,대원강업,KOSPI
638,048910,대원미디어,KOSDAQ
639,005710,대원산업,KOSDAQ
640,006340,대원전선,KOSPI
641,006345,대원전선우,KOSPI
642,003220,대원제약,KOSPI
643,024890,대원화성,KOSPI
644,002880,대유에이텍,KOSPI
645,071460,대유위니아,KOSDAQ
646,000300,대유플러스,KOSPI
647,120240,대정화금,KOSDAQ
648,003310,대주산업,KOSDAQ
649,078600,대주전자재료,KOSDAQ
650,065690,대진디엠피,KOSDAQ
651,012800,대창,KOSPI
652,015230,대창단조,KOSPI
653,096350,대창솔루션,KOSDAQ
654,140520,대창스틸,KOSDAQ
655,131220,대한과학,KOSDAQ
656,010170,대한광통신,KOSDAQ
657,054670,대한뉴팜,KOSDAQ
658,001070,대한방직,KOSPI
659,023910,대한약품,KOSDAQ
660,006650,대한유화,KOSPI
661,084010,대한제강,KOSPI
662,001790,대한제당,KOSPI
663,001799,대한제당3우B,KOSPI
664,001795,대한제당우,KOSPI
665,001130,대한제분,KOSPI
666,003490,대한항공,KOSPI
667,003495,대한항공우,KOSPI
668,005880,대한해운,KOSPI
669,003830,대한화섬,KOSPI
670,016090,대현,KOSPI
671,069460,대호에이엘,KOSPI
672,021040,대호피앤씨,KOSDAQ
673,021045,대호피앤씨우,KOSDAQ
674,067080,대화제약,KOSDAQ
675,192080,더블유게임즈,KOSDAQ
676,012510,더존비즈온,KOSPI
677,213420,덕산네오룩스,KOSDAQ
678,077360,덕산하이메탈,KOSDAQ
679,004830,덕성,KOSPI
680,004835,덕성우,KOSPI
681,090410,덕신하우징,KOSDAQ
682,024900,덕양산업,KOSPI
683,194480,데브시스터즈,KOSDAQ
684,017680,데코네티션,KOSDAQ
685,206560,덱스터,KOSDAQ
686,067990,도이치모터스,KOSDAQ
687,002150,도화엔지니어링,KOSPI
688,100130,동국S&C,KOSDAQ
689,005160,동국산업,KOSDAQ
690,001620,동국실업,KOSPI
691,075970,동국알앤에스,KOSDAQ
692,001230,동국제강,KOSPI
693,086450,동국제약,KOSDAQ
694,023450,동남합성,KOSPI
695,004140,동방,KOSPI
696,099410,동방선기,KOSDAQ
697,007590,동방아그로,KOSPI
698,012030,동부,KOSPI
699,005960,동부건설,KOSPI
700,005965,동부건설우,KOSPI
701,045890,동부라이텍,KOSDAQ
702,226440,동부스팩3호,KOSDAQ
703,230490,동부제4호스팩,KOSDAQ
704,016380,동부제철,KOSPI
705,016385,동부제철우,KOSPI
706,016610,동부증권,KOSPI
707,000990,동부하이텍,KOSPI
708,000995,동부하이텍1우,KOSPI
709,005830,동부화재,KOSPI
710,083350,동북아10호,KOSPI
711,083360,동북아11호,KOSPI
712,083370,동북아12호,KOSPI
713,083380,동북아13호,KOSPI
714,083390,동북아14호,KOSPI
715,026960,동서,KOSDAQ
716,002210,동성제약,KOSPI
717,102260,동성코퍼레이션,KOSPI
718,033500,동성화인텍,KOSDAQ
719,005190,동성화학,KOSPI
720,025950,동신건설,KOSDAQ
721,000640,동아쏘시오홀딩스,KOSPI
722,058730,동아에스텍,KOSPI
723,170900,동아에스티,KOSPI
724,088130,동아엘텍,KOSDAQ
725,028100,동아지질,KOSPI
726,007340,동아타이어,KOSPI
727,041930,동아화성,KOSDAQ
728,001520,동양,KOSPI
729,001527,동양2우B,KOSPI
730,001529,동양3우B,KOSPI
731,084670,동양고속,KOSPI
732,030790,동양네트웍스,KOSPI
733,002900,동양물산,KOSPI
734,082640,동양생명,KOSPI
735,060380,동양에스텍,KOSDAQ
736,001525,동양우,KOSPI
737,079960,동양이엔피,KOSDAQ
738,003470,동양증권,KOSPI
739,003475,동양증권1우,KOSPI
740,008970,동양철관,KOSPI
741,228340,동양파일,KOSDAQ
742,104460,동양피엔에프,KOSDAQ
743,088910,동우팜투테이블,KOSDAQ
744,094170,동운아나텍,KOSDAQ
745,003580,동원,KOSPI
746,049770,동원F&B,KOSPI
747,013120,동원개발,KOSDAQ
748,018500,동원금속,KOSPI
749,006040,동원산업,KOSPI
750,030720,동원수산,KOSPI
751,014820,동원시스템즈,KOSPI
752,014825,동원시스템즈우,KOSPI
753,163560,동일고무벨트,KOSPI
754,109860,동일금속,KOSDAQ
755,032960,동일기연,KOSDAQ
756,001530,동일방직,KOSPI
757,004890,동일산업,KOSPI
758,002690,동일제강,KOSPI
759,023790,동일철강,KOSDAQ
760,005290,동진쎄미켐,KOSDAQ
761,000020,동화약품,KOSPI
762,025900,동화홀딩스,KOSDAQ
763,000150,두산,KOSPI
764,000157,두산2우B,KOSPI
765,011160,두산건설,KOSPI
766,241560,두산밥캣,KOSPI
767,082740,두산엔진,KOSPI
768,000155,두산우,KOSPI
769,042670,두산인프라코어,KOSPI
770,034020,두산중공업,KOSPI
771,016740,두올,KOSPI
772,078590,두올산업,KOSDAQ
773,073190,듀오백코리아,KOSDAQ
774,030350,드래곤플라이,KOSDAQ
775,203650,드림시큐리티,KOSDAQ
776,066670,디스플레이텍,KOSDAQ
777,024090,디씨엠,KOSPI
778,003160,디아이,KOSPI
779,092200,디아이씨,KOSPI
780,214680,디알텍,KOSDAQ
781,109740,디에스케이,KOSDAQ
782,090710,디에스티로봇,KOSDAQ
783,196490,디에이테크놀로지,KOSDAQ
784,066900,디에이피,KOSDAQ
785,127120,디엔에이링크,KOSDAQ
786,092070,디엔에프,KOSDAQ
787,101000,디엠씨,KOSDAQ
788,134580,디엠티,KOSDAQ
789,039840,디오,KOSDAQ
790,013570,디와이,KOSPI
791,210540,디와이파워,KOSPI
792,079810,디이엔티,KOSDAQ
793,113810,디젠스,KOSDAQ
794,043360,디지아이,KOSDAQ
795,115450,디지탈아리아,KOSDAQ
796,106520,디지탈옵틱,KOSDAQ
797,068930,디지털대성,KOSDAQ
798,033130,디지틀조선,KOSDAQ
799,033310,디케이디앤아이,KOSDAQ
800,105740,디케이락,KOSDAQ
801,187220,디티앤씨,KOSDAQ
802,026890,디피씨,KOSPI
803,131180,딜리,KOSDAQ
804,042510,라온시큐어,KOSDAQ
805,050120,라이브플렉스,KOSDAQ
806,171120,라이온켐텍,KOSDAQ
807,069540,라이트론,KOSDAQ
808,115390,락앤락,KOSPI
809,171010,램테크놀러지,KOSDAQ
810,084650,랩지노믹스,KOSDAQ
811,141080,레고켐바이오,KOSDAQ
812,060300,레드로버,KOSDAQ
813,038390,레드캡투어,KOSDAQ
814,228850,레이언스,KOSDAQ
815,047440,레이젠,KOSDAQ
816,238120,로고스바이오,KOSDAQ
817,090360,로보스타,KOSDAQ
818,900260,로스웰,KOSDAQ
819,016170,로엔,KOSDAQ
820,067730,로지시스,KOSDAQ
821,071280,로체시스템즈,KOSDAQ
822,032350,롯데관광개발,KOSPI
823,000400,롯데손해보험,KOSPI
824,023530,롯데쇼핑,KOSPI
825,004000,롯데정밀화학,KOSPI
826,004990,롯데제과,KOSPI
827,005300,롯데칠성,KOSPI
828,005305,롯데칠성우,KOSPI
829,011170,롯데케미칼,KOSPI
830,002270,롯데푸드,KOSPI
831,071840,롯데하이마트,KOSPI
832,038060,루멘스,KOSDAQ
833,082800,루미마이크로,KOSDAQ
834,085370,루트로닉,KOSDAQ
835,060240,룽투코리아,KOSDAQ
836,058470,리노공업,KOSDAQ
837,039980,리노스,KOSDAQ
838,016100,리더스코스메틱,KOSDAQ
839,197210,리드,KOSDAQ
840,012700,리드코프,KOSDAQ
841,079430,리바트,KOSPI
842,042500,링네트,KOSDAQ
843,027740,마니커,KOSPI
844,137930,마이다스 200커버드콜,ETF
845,098120,마이크로컨텍솔,KOSDAQ
846,147760,마이크로프랜드,KOSDAQ
847,159800,마이티 코스피100,ETF
848,211210,마이티 코스피고배당,KOSPI
849,035480,마제스타,KOSDAQ
850,038290,마크로젠,KOSDAQ
851,060980,만도,KOSPI
852,204320,만도,KOSPI
853,001080,만호제강,KOSPI
854,005990,매일유업,KOSDAQ
855,127160,매직마이크로,KOSDAQ
856,093520,매커스,KOSDAQ
857,141070,맥스로텍,KOSDAQ
858,088980,맥쿼리인프라,KOSPI
859,094800,맵스리얼티1,KOSPI
860,067280,멀티캠퍼스,KOSDAQ
861,072870,메가스터디,KOSDAQ
862,215200,메가스터디교육,KOSDAQ
863,133750,메가엠디,KOSDAQ
864,041920,메디아나,KOSDAQ
865,086900,메디톡스,KOSDAQ
866,078160,메디포스트,KOSDAQ
867,065650,메디프론,KOSDAQ
868,138040,메리츠금융지주,KOSPI
869,008560,메리츠종금증권,KOSPI
870,000060,메리츠화재,KOSPI
871,021880,메이슨캐피탈,KOSDAQ
872,140410,메지온,KOSDAQ
873,059210,메타바이오메드,KOSDAQ
874,058110,멕아이씨에스,KOSDAQ
875,096640,멜파스,KOSDAQ
876,017180,명문제약,KOSPI
877,012690,모나리자,KOSPI
878,005360,모나미,KOSPI
879,149940,모다,KOSDAQ
880,080420,모다이노칩,KOSDAQ
881,080160,모두투어,KOSDAQ
882,204210,모두투어리츠,KOSPI
883,100030,모바일리더,KOSDAQ
884,101330,모베이스,KOSDAQ
885,033200,모아텍,KOSDAQ
886,009680,모토닉,KOSPI
887,006920,모헨즈,KOSDAQ
888,009580,무림P&P,KOSPI
889,001810,무림SP,KOSDAQ
890,009200,무림페이퍼,KOSPI
891,033920,무학,KOSPI
892,008420,문배철강,KOSPI
893,161570,미동앤씨네마,KOSDAQ
894,095500,미래나노텍,KOSDAQ
895,025560,미래산업,KOSPI
896,007120,미래아이앤지,KOSPI
897,006800,미래에셋대우,KOSPI
898,006805,미래에셋대우우,KOSPI
899,085620,미래에셋생명,KOSPI
900,215750,미래에셋제3호스팩,KOSDAQ
901,037620,미래에셋증권,KOSPI
902,049950,미래컴퍼니,KOSDAQ
903,213090,미래테크놀로지,KOSDAQ
904,207760,미스터블루,KOSDAQ
905,002840,미원상사,KOSPI
906,107590,미원에스씨,KOSPI
907,134380,미원화학,KOSPI
908,003650,미창석유,KOSPI
909,201490,미투온,KOSDAQ
910,214180,민앤지,KOSDAQ
911,155900,바다로19호,KOSPI
912,206640,바디텍메드,KOSDAQ
913,018700,바른손,KOSDAQ
914,064520,바른전자,KOSDAQ
915,053030,바이넥스,KOSDAQ
916,084990,바이로메드,KOSDAQ
917,064550,바이오니아,KOSDAQ
918,208710,바이오로그디바이스,KOSDAQ
919,142760,바이오리더스,KOSDAQ
920,065940,바이오빌,KOSDAQ
921,038460,바이오스마트,KOSDAQ
922,041830,바이오스페이스,KOSDAQ
923,086040,바이오톡스텍,KOSDAQ
924,032980,바이온,KOSDAQ
925,043150,바텍,KOSDAQ
926,003610,방림,KOSPI
927,001340,백광산업,KOSPI
928,014580,백광소재,KOSPI
929,046310,백금T&A,KOSDAQ
930,035150,백산,KOSPI
931,036620,버추얼텍,KOSDAQ
932,177350,베셀,KOSDAQ
933,096300,베트남개발1,KOSPI
934,007210,벽산,KOSPI
935,225530,보광산업,KOSDAQ
936,002760,보락,KOSPI
937,014100,보령메디앙스,KOSDAQ
938,003850,보령제약,KOSPI
939,004740,보루네오,KOSPI
940,006910,보성파워텍,KOSDAQ
941,026260,보타바이오,KOSDAQ
942,000890,보해양조,KOSPI
943,003000,부광약품,KOSPI
944,001270,부국증권,KOSPI
945,001275,부국증권우,KOSPI
946,026940,부국철강,KOSPI
947,014470,부방,KOSDAQ
948,015350,부산가스,KOSPI
949,011390,부산산업,KOSPI
950,005030,부산주공,KOSPI
951,008470,부스타,KOSDAQ
952,100120,뷰웍스,KOSDAQ
953,066980,브레인콘텐츠,KOSDAQ
954,064480,브리지텍,KOSDAQ
955,033560,블루콤,KOSDAQ
956,100220,비상교육,KOSPI
957,200780,비씨월드제약,KOSDAQ
958,141000,비아트론,KOSDAQ
959,090460,비에이치,KOSDAQ
960,083650,비에이치아이,KOSDAQ
961,058370,비엔씨컴퍼니,KOSDAQ
962,086670,비엠티,KOSDAQ
963,054220,비츠로시스,KOSDAQ
964,042370,비츠로테크,KOSDAQ
965,032850,비트컴퓨터,KOSDAQ
966,032680,비티씨정보,KOSDAQ
967,032685,비티씨정보우,KOSDAQ
968,093190,빅솔론,KOSDAQ
969,065450,빅텍,KOSDAQ
970,005180,빙그레,KOSPI
971,072950,빛샘전자,KOSDAQ
972,143240,사람인에이치알,KOSDAQ
973,003960,사조대림,KOSPI
974,008040,사조동아원,KOSPI
975,007160,사조산업,KOSPI
976,014710,사조씨푸드,KOSPI
977,006090,사조오양,KOSPI
978,079660,사조해표,KOSPI
979,123260,사파이어테크놀로지,KOSDAQ
980,100090,삼강엠앤티,KOSDAQ
981,005090,삼광글라스,KOSPI
982,122350,삼기오토모티브,KOSDAQ
983,014970,삼륭물산,KOSDAQ
984,018310,삼목에스폼,KOSDAQ
985,053700,삼보모터스,KOSDAQ
986,009620,삼보산업,KOSDAQ
987,023600,삼보판지,KOSDAQ
988,111870,삼본정밀전자,KOSDAQ
989,001470,삼부토건,KOSPI
990,530010,삼성 건축자재 테마주 ETN,ETF
991,530007,삼성 레저 테마주 ETN,ETF
992,530003,삼성 모멘텀 탑픽 ETN,ETF
993,530008,삼성 미디어 테마주 ETN,ETF
994,530005,삼성 바이오 테마주 ETN,ETF
995,530011,삼성 온라인쇼핑 테마주 ETN,ETF
996,530006,삼성 음식료 테마주 ETN,ETF
997,530002,삼성 인버스 China A50 선물 ETN(H),ETF
998,530009,삼성 증권 테마주 ETN,ETF
999,530004,삼성 화장품 테마주 ETN,ETF
1000,530012,삼성 화학 테마주 ETN,ETF
1001,006400,삼성SDI,KOSPI
1002,006405,삼성SDI우,KOSPI
1003,006660,삼성공조,KOSPI
1004,028260,삼성물산,KOSPI
1005,02826K,삼성물산우B,KOSPI
1006,207940,삼성바이오로직스,KOSPI
1007,032830,삼성생명,KOSPI
1008,018260,삼성에스디에스,KOSPI
1009,028050,삼성엔지니어링,KOSPI
1010,009150,삼성전기,KOSPI
1011,009155,삼성전기우,KOSPI
1012,005930,삼성전자,KOSPI
1013,005935,삼성전자우,KOSPI
1014,001360,삼성제약,KOSPI
1015,010140,삼성중공업,KOSPI
1016,010145,삼성중공우,KOSPI
1017,016360,삼성증권,KOSPI
1018,068290,삼성출판사,KOSPI
1019,029780,삼성카드,KOSPI
1020,000810,삼성화재,KOSPI
1021,000815,삼성화재우,KOSPI
1022,006110,삼아알미늄,KOSPI
1023,009300,삼아제약,KOSDAQ
1024,145990,삼양사,KOSPI
1025,145995,삼양사우,KOSPI
1026,003230,삼양식품,KOSPI
1027,002170,삼양통상,KOSPI
1028,000070,삼양홀딩스,KOSPI
1029,000075,삼양홀딩스우,KOSPI
1030,002810,삼영무역,KOSPI
1031,054540,삼영엠텍,KOSDAQ
1032,065570,삼영이엔씨,KOSDAQ
1033,005680,삼영전자,KOSPI
1034,003720,삼영화학,KOSPI
1035,023000,삼원강재,KOSPI
1036,073640,삼원테크,KOSDAQ
1037,004380,삼익THK,KOSPI
1038,002450,삼익악기,KOSPI
1039,032280,삼일,KOSDAQ
1040,002290,삼일기업공사,KOSDAQ
1041,000520,삼일제약,KOSPI
1042,009770,삼정펄프,KOSPI
1043,037460,삼지전자,KOSDAQ
1044,032750,삼진,KOSDAQ
1045,054090,삼진엘앤디,KOSDAQ
1046,005500,삼진제약,KOSPI
1047,000250,삼천당제약,KOSDAQ
1048,004690,삼천리,KOSPIchart_algscore_cumulative'
1049,024950,삼천리자전거,KOSDAQ
1050,038500,삼표시멘트,KOSDAQ
1051,017480,삼현철강,KOSDAQ
1052,001880,삼호,KOSPI
1053,010960,삼호개발,KOSPI
1054,046390,삼화네트웍스,KOSDAQ
1055,004450,삼화왕관,KOSPI
1056,009470,삼화전기,KOSPI
1057,011230,삼화전자,KOSPI
1058,001820,삼화콘덴서,KOSPI
1059,000390,삼화페인트,KOSPI
1060,027580,상보,KOSDAQ
1061,041650,상신브레이크,KOSPI
1062,091580,상신이디피,KOSDAQ
1063,089980,상아프론테크,KOSDAQ
1064,042600,새로닉스,KOSDAQ
1065,075180,새론오토모티브,KOSPI
1066,007540,샘표,KOSPI
1067,248170,샘표식품,KOSPI
1068,065620,샤인,KOSDAQ
1069,038070,서린바이오,KOSDAQ
1070,006730,서부T&D,KOSDAQ
1071,079650,서산,KOSDAQ
1072,100660,서암기계공업,KOSDAQ
1073,200880,서연이화,KOSPI
1074,012860,서연전자,KOSDAQ
1075,019770,서연탑메탈,KOSDAQ
1076,017390,서울가스,KOSPI
1077,046890,서울반도체,KOSDAQ
1078,004410,서울식품,KOSPI
1079,004415,서울식품우,KOSPI
1080,063170,서울옥션,KOSDAQ
1081,027040,서울전자통신,KOSDAQ
1082,018680,서울제약,KOSDAQ
1083,021050,서원,KOSPI
1084,093920,서원인텍,KOSDAQ
1085,189860,서전기전,KOSDAQ
1086,122690,서진오토모티브,KOSDAQ
1087,011370,서한,KOSDAQ
1088,065710,서호전기,KOSDAQ
1089,033790,서화정보통신,KOSDAQ
1090,008490,서흥캅셀,KOSPI
1091,035890,서희건설,KOSDAQ
1092,003100,선광,KOSDAQ
1093,065560,선도소프트,KOSDAQ
1094,007610,선도전기,KOSPI
1095,FUT,선물,INDEX
1096,136490,선진,KOSPI
1097,002820,선창산업,KOSPI
1098,014620,성광벤드,KOSDAQ
1099,037350,성도이엔지,KOSDAQ
1100,014910,성문전자,KOSPI
1101,014915,성문전자우,KOSPI
1102,003080,성보화학,KOSPI
1103,004980,성신양회,KOSPI
1104,004987,성신양회2우B,KOSPI
1105,004989,성신양회3우B,KOSPI
1106,004985,성신양회우,KOSPI
1107,011300,성안,KOSPI
1108,081580,성우전자,KOSDAQ
1109,045300,성우테크론,KOSDAQ
1110,015750,성우하이텍,KOSDAQ
1111,005980,성지건설,KOSPI
1112,000180,성창기업지주,KOSPI
1113,080470,성창오토텍,KOSDAQ
1114,043260,성호전자,KOSDAQ
1115,002420,세기상사,KOSPI
1116,053060,세동,KOSDAQ
1117,017510,세명전기,KOSDAQ
1118,004360,세방,KOSPI
1119,004365,세방우,KOSPI
1120,004490,세방전지,KOSPI
1121,011560,세보엠이씨,KOSDAQ
1122,001430,세아베스틸,KOSPI
1123,003030,세아제강,KOSPI
1124,019440,세아특수강,KOSPI
1125,058650,세아홀딩스,KOSPI
1126,013000,세우글로벌,KOSPI
1127,100700,세운메디칼,KOSDAQ
1128,024830,세원물산,KOSDAQ
1129,091090,세원셀론텍,KOSPI
1130,021820,세원정공,KOSPI
1131,067830,세이브존I&C,KOSPI
