,종목코드,종목명,종류
1698,065530,전파기지국,KOSDAQ
1699,208140,정다운,KOSDAQ
1700,022220,정산애강,KOSDAQ
1701,040420,정상제이엘에스,KOSDAQ
1702,045510,정원엔시스,KOSDAQ
1703,217190,제너셈,KOSDAQ
1704,095700,제넥신,KOSDAQ
1705,187420,제노포커스,KOSDAQ
1706,123330,제닉,KOSDAQ
1707,159580,제로투세븐,KOSDAQ
1708,147830,제룡산업,KOSDAQ
1709,033100,제룡전기,KOSDAQ
1710,019570,제미니투자,KOSDAQ
1711,079370,제우스,KOSDAQ
1712,054950,제이브이엠,KOSDAQ
1713,090470,제이스텍,KOSDAQ
1714,137950,제이씨케미칼,KOSDAQ
1715,033320,제이씨현,KOSDAQ
1716,194370,제이에스코퍼레이션,KOSPI
1717,026040,제이에스티나,KOSDAQ
1718,126880,제이엔케이히터,KOSDAQ
1719,033050,제이엠아이,KOSDAQ
1720,094970,제이엠티,KOSDAQ
1721,036420,제이콘텐트리,KOSDAQ
1722,089790,제이티,KOSDAQ
1723,030000,제일기획,KOSPI
1724,052670,제일바이오,KOSDAQ
1725,002620,제일약품,KOSPI
1726,001560,제일연마,KOSPI
1727,038010,제일테크노스,KOSDAQ
1728,080220,제주반도체,KOSDAQ
1729,006220,제주은행,KOSPI
1730,089590,제주항공,KOSPI
1731,082270,젬백스,KOSDAQ
1732,044060,조광ILI,KOSDAQ
1733,004910,조광페인트,KOSPI
1734,004700,조광피혁,KOSPI
1735,001550,조비,KOSPI
1736,000480,조선내화,KOSPI
1737,120030,조선선재,KOSPI
1738,034940,조아제약,KOSDAQ
1739,101730,조이맥스,KOSDAQ
1740,067000,조이시티,KOSDAQ
1741,018470,조일알미늄,KOSPI
1742,002600,조흥,KOSPI
1743,001630,종근당,KOSPI
1744,185750,종근당,KOSPI
1745,063160,종근당바이오,KOSPI
1746,033340,좋은사람들,KOSDAQ
1747,036930,주성엔지니어링,KOSDAQ
1748,044380,주연테크,KOSPI
1749,072020,중앙백신,KOSDAQ
1750,000440,중앙에너비스,KOSDAQ
1751,054180,중앙오션,KOSDAQ
1752,043610,지니뮤직,KOSDAQ
1753,155960,지디,KOSDAQ
1754,208350,지란지교시큐리티,KOSDAQ
1755,051160,지어소프트,KOSDAQ
1756,053050,지에스이,KOSDAQ
1757,119850,지엔씨에너지,KOSDAQ
1758,065060,지엔코,KOSDAQ
1759,204840,지엘팜텍,KOSDAQ
1760,013870,지엠비코리아,KOSPI
1761,018290,지엠피,KOSDAQ
1762,071320,지역난방공사,KOSPI
1763,010580,지코,KOSPI
1764,035000,지투알,KOSPI
1765,088790,진도,KOSPI
1766,018120,진로발효,KOSDAQ
1767,109820,진매트릭스,KOSDAQ
1768,086060,진바이오텍,KOSDAQ
1769,036890,진성티이씨,KOSDAQ
1770,003780,진양산업,KOSPI
1771,007370,진양제약,KOSDAQ
1772,010640,진양폴리,KOSPI
1773,100250,진양홀딩스,KOSPI
1774,051630,진양화학,KOSPI
1775,002780,진흥기업,KOSPI
1776,002787,진흥기업2우B,KOSPI
1777,002785,진흥기업우B,KOSPI
1778,085660,차바이오앤,KOSDAQ
1779,900040,차이나그레이트,KOSDAQ
1780,900120,차이나킹,KOSDAQ
1781,900090,차이나하오란,KOSDAQ
1782,009310,참엔지니어링,KOSPI
1783,094850,참좋은레져,KOSDAQ
1784,004650,창해에탄올,KOSDAQ
1785,111820,처음앤씨,KOSDAQ
1786,000650,천일고속,KOSPI
1787,096240,청담러닝,KOSDAQ
1788,013720,청보산업,KOSDAQ
1789,012600,청호컴넷,KOSPI
1790,033250,체시스,KOSPI
1791,047820,초록뱀,KOSDAQ
1792,094360,칩스앤미디어,KOSDAQ
1793,035720,카카오,KOSDAQ
1794,006380,카프로,KOSPI
1795,071850,캐스텍코리아,KOSDAQ
1796,050110,캠시스,KOSDAQ
1797,078340,컴투스,KOSDAQ
1798,214370,케어젠,KOSDAQ
1799,221980,케이디켐,KOSDAQ
1800,043290,케이맥,KOSDAQ
1801,131370,케이비게임앤앱스스팩,KOSDAQ
1802,221950,케이비드림3호스팩,KOSDAQ
1803,226360,케이비드림4호스팩,KOSDAQ
1804,222390,케이비제8호스팩,KOSDAQ
1805,232270,케이비제9호스팩,KOSDAQ
1806,115500,케이씨에스,KOSDAQ
1807,029460,케이씨텍,KOSPI
1808,089150,케이씨티,KOSDAQ
1809,025880,케이씨피드,KOSDAQ
1810,093320,케이아이엔엑스,KOSDAQ
1811,105330,케이엔더블유,KOSDAQ
1812,039420,케이엘넷,KOSDAQ
1813,083550,케이엠,KOSDAQ
1814,032500,케이엠더블유,KOSDAQ
1815,145270,케이탑리츠,KOSPI
1816,204650,케이티비스팩1호,KOSDAQ
1817,214150,케이티비스팩2호,KOSDAQ
1818,058860,케이티스,KOSPI
1819,064820,케이프,KOSDAQ
1820,220260,케이프이에스스팩,KOSDAQ
1821,024880,케이피에프,KOSDAQ
1822,054410,케이피티,KOSDAQ
1823,217600,켐온,KOSDAQ
1824,089010,켐트로닉스,KOSDAQ
1825,052400,코나아이,KOSDAQ
1826,046070,코다코,KOSDAQ
1827,080530,코디,KOSDAQ
1828,224060,코디엠,KOSDAQ
1829,900140,코라오홀딩스,KOSPI
1830,078650,코렌,KOSDAQ
1831,104540,코렌텍,KOSDAQ
1832,091000,코리아04호,KOSPI
1833,027050,코리아나,KOSDAQ
1834,007815,코리아써우,KOSPI
1835,007810,코리아써키트,KOSPI
1836,00781K,코리아써키트2우B,KOSPI
1837,101670,코리아에스이,KOSDAQ
1838,123410,코리아에프티,KOSDAQ
1839,152330,코리아오토글라스,KOSPI
1840,003690,코리안리,KOSPI
1841,036690,코맥스,KOSDAQ
1842,049430,코메론,KOSDAQ
1843,059090,코미코,KOSDAQ
1844,041960,코미팜,KOSDAQ
1845,192820,코스맥스,KOSPI
1846,044820,코스맥스,KOSPI
1847,241710,코스메카코리아,KOSDAQ
1848,005070,코스모신소재,KOSPI
1849,005420,코스모화학,KOSPI
1850,069110,코스온,KOSDAQ
1851,071950,코아스,KOSPI
1852,166480,코아스템,KOSDAQ
1853,045970,코아시아홀딩스,KOSDAQ
1854,029960,코엔텍,KOSDAQ
1855,002020,코오롱,KOSPI
1856,003070,코오롱글로벌,KOSPI
1857,003075,코오롱글로벌우,KOSPI
1858,144620,코오롱머티리얼,KOSPI
1859,102940,코오롱생명과학,KOSDAQ
1860,002025,코오롱우,KOSPI
1861,120110,코오롱인더,KOSPI
1862,120115,코오롱인더우,KOSPI
1863,138490,코오롱플라스틱,KOSPI
1864,021240,코웨이,KOSPI
1865,033290,코웰패션,KOSDAQ
1866,056360,코위버,KOSDAQ
1867,121850,코이즈,KOSDAQ
1868,015710,코콤,KOSDAQ
1869,052330,코텍,KOSDAQ
1870,126600,코프라,KOSDAQ
1871,200130,콜마비앤에이치,KOSDAQ
1872,031820,콤텍시스템,KOSPI
1873,225650,쿠첸,KOSDAQ
1874,192400,쿠쿠전자,KOSPI
1875,060280,큐렉소,KOSDAQ
1876,040350,큐로컴,KOSDAQ
1877,051780,큐로홀딩스,KOSDAQ
1878,115180,큐리언트,KOSDAQ
1879,066310,큐에스아이,KOSDAQ
1880,016600,큐캐피탈,KOSDAQ
1881,005740,크라운해태홀딩스,KOSPI
1882,005745,크라운해태홀딩스우,KOSPI
1883,058530,크레아플래닛,KOSDAQ
1884,043590,크로바하이텍,KOSDAQ
1885,082660,크루셜엠스,KOSDAQ
1886,114120,크루셜텍,KOSDAQ
1887,083790,크리스탈,KOSDAQ
1888,900250,크리스탈신소재,KOSDAQ
1889,045520,크린앤사이언스,KOSDAQ
1890,237880,클리오,KOSDAQ
1891,123840,키움스팩1호,KOSDAQ
1892,218710,키움스팩3호,KOSDAQ
1893,226850,키움스팩4호,KOSDAQ
1894,039490,키움증권,KOSPI
1895,012170,키위미디어그룹,KOSPI
1896,054780,키이스트,KOSDAQ
1897,219130,타이거일렉,KOSDAQ
1898,065130,탑엔지니어링,KOSDAQ
1899,015890,태경산업,KOSPI
1900,006890,태경화학,KOSPI
1901,023160,태광,KOSDAQ
1902,003240,태광산업,KOSPI
1903,011280,태림포장,KOSPI
1904,053620,태양,KOSDAQ
1905,004100,태양금속,KOSPI
1906,004105,태양금속우,KOSPI
1907,072520,태양씨앤엘,KOSDAQ
1908,009410,태영건설,KOSPI
1909,009415,태영건설우,KOSPI
1910,044490,태웅,KOSDAQ
1911,001420,태원물산,KOSPI
1912,007980,태평양물산,KOSPI
1913,191420,테고사이언스,KOSDAQ
1914,123100,테라세미콘,KOSDAQ
1915,182690,테라셈,KOSDAQ
1916,066700,테라젠이텍스,KOSDAQ
1917,095610,테스,KOSDAQ
1918,131970,테스나,KOSDAQ
1919,089030,테크윙,KOSDAQ
1920,038540,텍셀네트컴,KOSDAQ
1921,054450,텔레칩스,KOSDAQ
1922,091440,텔레필드,KOSDAQ
1923,078000,텔코웨어,KOSPI
1924,200230,텔콘,KOSDAQ
1925,214420,토니모리,KOSPI
1926,215480,토박스코리아,KOSDAQ
1927,051360,토비스,KOSDAQ
1928,045340,토탈소프트,KOSDAQ
1929,057880,토필드,KOSDAQ
1930,108230,톱텍,KOSDAQ
1931,079970,투비소프트,KOSDAQ
1932,066410,투윈글로벌,KOSDAQ
1933,015540,트랜스더멀아시아홀딩스,KOSPI
1934,140890,트러스제7호,KOSPI
1935,052290,트레이스,KOSDAQ
1936,026150,특수건설,KOSDAQ
1937,033830,티비씨,KOSDAQ
1938,064760,티씨케이,KOSDAQ
1939,131290,티에스이,KOSDAQ
1940,246690,티에스인베스트먼트,KOSDAQ
1941,019180,티에이치엔,KOSPI
1942,062860,티엘아이,KOSDAQ
1943,004870,티웨이홀딩스,KOSPI
1944,104480,티케이케미칼,KOSDAQ
1945,081150,티플랙스,KOSDAQ
1946,130740,티피씨글로벌,KOSDAQ
1947,134790,팀스,KOSPI
1948,084730,팅크웨어,KOSDAQ
1949,046210,파나진,KOSDAQ
1950,034230,파라다이스,KOSDAQ
1951,033540,파라텍,KOSDAQ
1952,043200,파루,KOSDAQ
1953,214450,파마리서치프로덕트,KOSDAQ
1954,005690,파미셀,KOSPI
1955,177830,파버나인,KOSDAQ
1956,037070,파세코,KOSDAQ
1957,150900,파수닷컴,KOSDAQ
1958,152870,파워 200,ETF
1959,192720,파워 고배당저변동성,ETF
1960,226810,파워 단기채,ETF
1961,176710,파워 중기국고채,ETF
1962,140950,파워 코스피100,ETF
1963,047310,파워로직스,KOSDAQ
1964,049120,파인디앤씨,KOSDAQ
1965,038950,파인디지털,KOSDAQ
1966,106240,파인테크닉스,KOSDAQ
1967,131760,파인텍,KOSDAQ
1968,140860,파크시스템스,KOSDAQ
1969,091700,파트론,KOSDAQ
1970,194510,파티게임즈,KOSDAQ
1971,038160,팍스넷,KOSDAQ
1972,043090,팜스웰바이오,KOSDAQ
1973,036580,팜스코,KOSPI
1974,027710,팜스토리,KOSDAQ
1975,054300,팬스타엔터프라이즈,KOSDAQ
1976,068050,팬엔터테인먼트,KOSDAQ
1977,222110,팬젠,KOSDAQ
1978,010820,퍼스텍,KOSPI
1979,016800,퍼시스,KOSPI
1980,001020,페이퍼코리아,KOSPI
1981,087010,펩트론,KOSDAQ
1982,090080,평화산업,KOSPI
1983,043370,평화정공,KOSDAQ
1984,010770,평화홀딩스,KOSPI
1985,119500,포메탈,KOSDAQ
1986,016670,포비스티앤씨,KOSDAQ
1987,022100,포스코 ICT,KOSDAQ
1988,058430,포스코강판,KOSPI
1989,047050,포스코대우,KOSPI
1990,009520,포스코엠텍,KOSDAQ
1991,003670,포스코켐텍,KOSDAQ
1992,189690,포시에스,KOSDAQ
1993,141020,포티스,KOSDAQ
1994,039230,폭스브레인,KOSDAQ
1995,005670,푸드웰,KOSDAQ
1996,094940,푸른기술,KOSDAQ
1997,007330,푸른저축은행,KOSDAQ
1998,017810,풀무원홀딩스,KOSPI
1999,093380,풍강,KOSDAQ
2000,023900,풍국주정,KOSDAQ
2001,103140,풍산,KOSPI
2002,005810,풍산홀딩스,KOSPI
2003,220100,퓨쳐켐,KOSDAQ
2004,035200,프럼파스트,KOSDAQ
2005,203690,프로스테믹스,KOSDAQ
2006,053610,프로텍,KOSDAQ
2007,073570,프롬써어티,KOSDAQ
2008,053160,프리엠스,KOSDAQ
2009,075130,플랜티넷,KOSDAQ
2010,032580,피델릭스,KOSDAQ
2011,051380,피씨디렉트,KOSDAQ
2012,237750,피앤씨테크,KOSDAQ
2013,131390,피앤이솔루션,KOSDAQ
2014,024850,피에스엠씨,KOSDAQ
2015,031980,피에스케이,KOSDAQ
2016,002230,피에스텍,KOSDAQ
2017,137400,피엔티,KOSDAQ
2018,128660,피제이메탈,KOSDAQ
2019,006140,피제이전자,KOSDAQ
2020,087600,픽셀플러스,KOSDAQ
2021,033180,필룩스,KOSPI
2022,064800,필링크,KOSDAQ
2023,123420,하나그린스팩,KOSDAQ
2024,230240,하나금융7호스팩,KOSDAQ
2025,086790,하나금융지주,KOSPI
2026,099340,하나니켈1호,KOSPI
2027,099350,하나니켈2호,KOSPI
2028,067310,하나마이크론,KOSDAQ
2029,208870,하나머스트3호스팩,KOSDAQ
2030,215100,하나머스트4호스팩,KOSDAQ
2031,218150,하나머스트5호스팩,KOSDAQ
2032,039130,하나투어,KOSPI
2033,136480,하림,KOSDAQ
2034,024660,하림홀딩스,KOSDAQ
2035,139200,하이골드2호,KOSPI
2036,153360,하이골드3호,KOSPI
2037,159650,하이골드8호,KOSPI
2038,149980,하이로닉,KOSDAQ
2039,013030,하이록코리아,KOSDAQ
2040,126700,하이비젼시스템,KOSDAQ
2041,200470,하이셈,KOSDAQ
2042,106080,하이소닉,KOSDAQ
2043,071090,하이스틸,KOSPI
2044,235010,하이에이아이1호스팩,KOSDAQ
2045,131030,하이제1호스팩,KOSDAQ
2046,205470,하이제2호스팩,KOSDAQ
2047,217500,하이제3호스팩,KOSDAQ
2048,221840,하이즈항공,KOSDAQ
2049,106190,하이텍팜,KOSDAQ
2050,019490,하이트론,KOSPI
2051,000080,하이트진로,KOSPI
2052,000087,하이트진로2우B,KOSPI
2053,000140,하이트진로홀딩스,KOSPI
2054,000145,하이트진로홀딩스우,KOSPI
2055,066130,하츠,KOSDAQ
2056,219550,한강인터트레이드,KOSDAQ
2057,152550,한국ANKOR유전,KOSPI
2058,004590,한국가구,KOSDAQ
2059,036460,한국가스공사,KOSPI
2060,039340,한국경제TV,KOSDAQ
2061,005430,한국공항,KOSPI
2062,071050,한국금융지주,KOSPI
2063,071055,한국금융지주우,KOSPI
2064,034950,한국기업평가,KOSDAQ
2065,010040,한국내화,KOSPI
2066,025540,한국단자,KOSPI
2067,222980,한국맥널티,KOSDAQ
2068,004090,한국석유,KOSPI
2069,025550,한국선재,KOSDAQ
2070,002960,한국쉘석유,KOSPI
2071,017890,한국알콜,KOSDAQ
2072,002000,한국유리,KOSPI
2073,002005,한국유리우,KOSPI
2074,123890,한국자산신탁,KOSPI
2075,015760,한국전력,KOSPI
2076,063570,한국전자금융,KOSDAQ
2077,041460,한국전자인증,KOSDAQ
2078,006200,한국전자홀딩스,KOSPI
2079,101680,한국정밀기계,KOSDAQ
2080,039740,한국정보공학,KOSDAQ
2081,053300,한국정보인증,KOSDAQ
2082,025770,한국정보통신,KOSDAQ
2083,002300,한국제지,KOSPI
2084,023350,한국종합기술,KOSPI
2085,025890,한국주강,KOSPI
2086,000970,한국주철관,KOSPI
2087,104700,한국철강,KOSPI
2088,017960,한국카본,KOSPI
2089,023760,한국캐피탈,KOSDAQ
2090,054040,한국컴퓨터,KOSDAQ
2091,050540,한국코퍼레이션,KOSDAQ
2092,161890,한국콜마,KOSPI
2093,024720,한국콜마홀딩스,KOSPI
2094,021650,한국큐빅,KOSDAQ
2095,161390,한국타이어,KOSPI
2096,000240,한국타이어월드와이드,KOSPI
2097,053590,한국테크놀로지,KOSDAQ
2098,034830,한국토지신탁,KOSDAQ
2099,168490,한국패러랠,KOSPI
2100,037230,한국팩키지,KOSDAQ
2101,010100,한국프랜지,KOSPI
2102,047810,한국항공우주,KOSPI
2103,123690,한국화장품,KOSPI
2104,003350,한국화장품제조,KOSPI
2105,030520,한글과컴퓨터,KOSDAQ
2106,052600,한네트,KOSDAQ
2107,011500,한농화성,KOSPI
2108,002390,한독약품,KOSPI
2109,092460,한라IMS,KOSDAQ
2110,014790,한라건설,KOSPI
2111,053690,한미글로벌,KOSPI
2112,042700,한미반도체,KOSPI
2113,008930,한미사이언스,KOSPI
2114,128940,한미약품,KOSPI
2115,047080,한빛소프트,KOSDAQ
2116,009240,한샘,KOSPI
2117,020000,한섬,KOSPI
2118,003680,한성기업,KOSPI
2119,037950,한성엘컴텍,KOSDAQ
2120,105630,한세실업,KOSPI
2121,016450,한세예스24홀딩스,KOSPI
2122,009180,한솔CSN,KOSPI
2123,010420,한솔PNS,KOSPI
2124,070300,한솔시큐어,KOSDAQ
2125,099660,한솔신텍,KOSDAQ
2126,221610,한솔씨앤피,KOSDAQ
2127,007190,한솔아트원제지,KOSPI
2128,007197,한솔아트원제지2우B,KOSPI
2129,070590,한솔인티큐브,KOSDAQ
2130,213500,한솔제지,KOSPI
2131,014680,한솔케미칼,KOSPI
2132,004710,한솔테크닉스,KOSPI
2133,004150,한솔홀딩스,KOSPI
2134,025750,한솔홈데코,KOSPI
2135,042520,한스바이오메드,KOSDAQ
2136,004960,한신공영,KOSPI
2137,011700,한신기계,KOSPI
2138,078350,한양디지텍,KOSDAQ
2139,045100,한양이엔지,KOSDAQ
2140,001750,한양증권,KOSPI
2141,001755,한양증권우,KOSPI
2142,018880,한온시스템,KOSPI
2143,009420,한올바이오파마,KOSPI
2144,014130,한익스프레스,KOSPI
2145,046110,한일네트웍스,KOSDAQ
2146,024740,한일단조,KOSDAQ
2147,005860,한일사료,KOSDAQ
2148,003300,한일시멘트,KOSPI
2149,007860,한일이화,KOSPI
2150,002220,한일철강,KOSPI
2151,007770,한일화학,KOSDAQ
2152,051600,한전KPS,KOSPI
2153,052690,한전기술,KOSPI
2154,130660,한전산업,KOSPI
2155,002320,한진,KOSPI
2156,097230,한진중공업,KOSPI
2157,003480,한진중공업홀딩스,KOSPI
2158,180640,한진칼,KOSPI
2159,18064K,한진칼우,KOSPI
2160,061460,한진피앤씨,KOSDAQ
2161,005110,한창,KOSPI
2162,079170,한창산업,KOSDAQ
2163,009460,한창제지,KOSPI
2164,054920,한컴시큐어,KOSDAQ
2165,077280,한컴지엠디,KOSDAQ
2166,002680,한탑,KOSDAQ
2167,066110,한프,KOSDAQ
2168,000880,한화,KOSPI
2169,00088K,한화3우B,KOSPI
2170,217620,한화ACPC스팩,KOSDAQ
2171,088350,한화생명,KOSPI
2172,000370,한화손해보험,KOSPI
2173,219860,한화에이스스팩2호,KOSDAQ
2174,000885,한화우,KOSPI
2175,009830,한화케미칼,KOSPI
2176,009835,한화케미칼우,KOSPI
2177,027390,한화타임월드,KOSPI
2178,012450,한화테크윈,KOSPI
2179,003530,한화투자증권,KOSPI
2180,003535,한화투자증권우,KOSPI
2181,102210,해덕파워웨이,KOSDAQ
2182,220630,해마로푸드서비스,KOSDAQ
2183,195870,해성디에스,KOSPI
2184,034810,해성산업,KOSDAQ
2185,076610,해성옵틱스,KOSDAQ
2186,101530,해태제과식품,KOSPI
2187,220180,핸디소프트,KOSDAQ
2188,143210,핸즈코퍼레이션,KOSPI
2189,008800,행남생활건강,KOSDAQ
2190,900270,헝셩그룹,KOSDAQ
2191,089470,현대EP,KOSPI
2192,000720,현대건설,KOSPI
2193,000725,현대건설우,KOSPI
2194,170030,현대공업,KOSDAQ
2195,005440,현대그린푸드,KOSPI
2196,086280,현대글로비스,KOSPI
2197,064350,현대로템,KOSPI
2198,012330,현대모비스,KOSPI
2199,010620,현대미포조선,KOSPI
2200,069960,현대백화점,KOSPI
2201,004560,현대비앤지스틸,KOSPI
2202,004565,현대비앤지스틸우,KOSPI
2203,012630,현대산업,KOSPI
2204,011760,현대상사,KOSPI
2205,011200,현대상선,KOSPI
2206,048410,현대아이비티,KOSDAQ
2207,004310,현대약품,KOSPI
2208,204760,현대에이블스팩1호,KOSDAQ
2209,126560,현대에이치씨엔,KOSPI
2210,017800,현대엘리베이,KOSPI
2211,011210,현대위아,KOSPI
2212,026180,현대정보기술,KOSDAQ
2213,004020,현대제철,KOSPI
2214,009540,현대중공업,KOSPI
2215,005380,현대차,KOSPI
2216,005387,현대차2우B,KOSPI
2217,005389,현대차3우B,KOSPI
2218,005385,현대차우,KOSPI
2219,227840,현대코퍼레이션홀딩스,KOSPI
2220,039010,현대통신,KOSDAQ
2221,001450,현대해상,KOSPI
2222,057050,현대홈쇼핑,KOSPI
2223,204990,현성바이탈,KOSDAQ
2224,092300,현우산업,KOSDAQ
2225,011080,형지I&C,KOSDAQ
2226,093240,형지엘리트,KOSPI
2227,003010,혜인,KOSPI
2228,008770,호텔신라,KOSPI
2229,008775,호텔신라우,KOSPI
2230,060560,홈센타홀딩스,KOSDAQ
2231,064240,홈캐스트,KOSDAQ
2232,039610,화성,KOSDAQ
2233,002460,화성산업,KOSPI
2234,013520,화승알앤에이,KOSPI
2235,241590,화승엔터프라이즈,KOSPI
2236,006060,화승인더,KOSPI
2237,010690,화신,KOSPI
2238,126640,화신정공,KOSDAQ
2239,086250,화신테크,KOSDAQ
2240,204630,화이브라더스,KOSDAQ
2241,133820,화인베스틸,KOSPI
2242,061250,화일약품,KOSDAQ
2243,134780,화진,KOSDAQ
2244,010660,화천기계,KOSPI
2245,000850,화천기공,KOSPI
2246,016580,환인제약,KOSPI
2247,032560,황금에스티,KOSPI
2248,004800,효성,KOSPI
2249,094280,효성ITX,KOSPI
2250,097870,효성오앤비,KOSDAQ
2251,014190,후너스,KOSDAQ
2252,093370,후성,KOSPI
2253,050090,휘닉스소재,KOSDAQ
2254,081660,휠라코리아,KOSPI
2255,005870,휴니드,KOSPI
2256,115160,휴맥스,KOSDAQ
2257,028080,휴맥스홀딩스,KOSDAQ
2258,200670,휴메딕스,KOSDAQ
2259,079980,휴비스,KOSPI
2260,065510,휴비츠,KOSDAQ
2261,005010,휴스틸,KOSPI
2262,243070,휴온스,KOSDAQ
2263,084110,휴온스글로벌,KOSDAQ
2264,145020,휴젤,KOSDAQ
2265,069260,휴켐스,KOSPI
2266,024060,흥구석유,KOSDAQ
2267,010240,흥국,KOSDAQ
2268,189980,흥국에프엔비,KOSDAQ
2269,000540,흥국화재,KOSPI
2270,000547,흥국화재2우B,KOSPI
2271,000545,흥국화재우,KOSPI
2272,003280,흥아해운,KOSPI
2273,037440,희림,KOSDAQ
