,»óÈ£¸í,°æµµ,À§µµ
373610,½ºÅ¸¹÷½º,126.924866123909,37.5533297985066
373680,½ºÅ¸¹÷½º,126.898837323937,37.4831780131692
373724,½ºÅ¸¹÷½º,126.926163737378,37.520462586264294
373766,½ºÅ¸¹÷½º,126.91393744150601,37.551490770997795
373827,½ºÅ¸¹÷½º´ëÄ¡Á¡,127.06222129600701,37.4996265116081
373925,½ºÅ¸¹÷½º,127.013361956833,37.496354172193705
373951,½ºÅ¸¹÷½º,129.202282582024,35.180742924137995
373954,½ºÅ¸¹÷½º±¤¿î´ëÁ¡,127.060705412335,37.623175176207106
375823,½ºÅ¸¹÷½º,126.966763285432,37.60579292442
375979,½ºÅ¸¹÷½º,129.030019517315,35.0984553759406
377658,½ºÅ¸¹÷½º,127.02634146934601,37.5870983380348
378646,½ºÅ¸¹÷½º,126.972166856166,37.562878601942
378752,½ºÅ¸¹÷½º¼÷´ëÁ¡,126.967303679485,37.544544998587604
378835,½ºÅ¸¹÷½º,127.083043549277,37.5374180669265
379303,½ºÅ¸¹÷½º,127.00239321346001,37.5039300142165
379317,½ºÅ¸¹÷½º,129.061572243583,35.1541148726858
382575,½ºÅ¸¹÷½º,129.12702668665702,35.1746431258659
382590,½ºÅ¸¹÷½º,127.007423858098,37.5092345394587
383142,½ºÅ¸¹÷½º,129.13603906341,35.1690785295441
383184,½ºÅ¸¹÷½º,127.04376206975901,37.503335049003795
383216,½ºÅ¸¹÷½º,126.978972751429,37.5676230751955
383240,½ºÅ¸¹÷½º,127.08796056733401,37.5796252940301
383315,½ºÅ¸¹÷½º,127.034868675382,37.6483488366145
383320,½ºÅ¸¹÷½º±æµ¿»ç°Å¸®Á¡,127.138395512206,37.5346811988164
383336,½ºÅ¸¹÷½º,126.91070635656601,37.5557679688127
383414,½ºÅ¸¹÷½º,126.97298024232501,37.5613448991997
383482,½ºÅ¸¹÷½º,127.04257559708799,37.481988408185295
383537,½ºÅ¸¹÷½ºÀá½ÇÁ¡,127.103446561974,37.5174361339672
383601,½ºÅ¸¹÷½º,127.03471675846201,37.5268330299984
383702,½ºÅ¸¹÷½º°¡»êµðÁöÅÐ´ÜÁöÁ¡,126.882626013373,37.4799532337125
383709,½ºÅ¸¹÷½º±ÝÃµµ¶»êÁ¡,126.895609328207,37.4689563671665
383711,½ºÅ¸¹÷½º,126.976779068076,37.562486166009705
383715,½ºÅ¸¹÷½º,129.176689134256,35.1691772216307
383753,½ºÅ¸¹÷½º³ë¿øÄÉÀÌÆ¼Á¡,127.063825860056,37.6543668305308
383806,½ºÅ¸¹÷½º¿À¸ñ±³¿ªÁ¡,126.876766269365,37.5239406644723
383878,½ºÅ¸¹÷½ºÇÑ¼º´ëÀÔ±¸¿ªÁ¡,127.004904251791,37.58904601155471
383925,½ºÅ¸¹÷½º¼­±³Á¡,126.91690425281,37.5513738575528
383936,½ºÅ¸¹÷½º,129.061903308303,35.1618549283166
383977,½ºÅ¸¹÷½º,126.973244053454,37.5586170363758
383985,½ºÅ¸¹÷½º,126.909582972668,37.518670766386
384005,½ºÅ¸¹÷½º¼ÛÆÄ»ç°Å¸®Á¡,127.110334770409,37.502269334236004
384193,½ºÅ¸¹÷½º,129.035150801164,35.0983215343327
384220,½ºÅ¸¹÷½º,126.844849844365,37.4962051540044
384270,½ºÅ¸¹÷½º,129.058596888446,35.1413230864786
384484,½ºÅ¸¹÷½º,126.989422726707,37.533959861770896
385526,½ºÅ¸¹÷½º,126.98977527763701,37.5640127255487
387541,½ºÅ¸¹÷½ºIFC¸ôÁ¡,126.924863083917,37.5251722235016
387801,½ºÅ¸¹÷½º,127.030957744251,37.5864875767796
387860,½ºÅ¸¹÷½º,128.968265719907,35.1073654053936
387862,½ºÅ¸¹÷½ºÈ²ÇÐÄ³½½Á¡,127.021448203321,37.5708030625306
388559,½ºÅ¸¹÷½º,127.08957883163201,37.490334340869495
388656,½ºÅ¸¹÷½ºÄÚ¿¢½º»ç°Å¸®Á¡,127.06019337998899,37.5152437173541
389671,½ºÅ¸¹÷½º,127.056219039363,37.508364008586895
390076,½ºÅ¸¹÷½º,129.03980925832,35.112776211508
390561,½ºÅ¸¹÷½º,126.972615705273,37.5771730114202
390763,½ºÅ¸¹÷½º,127.048406096675,37.4992276933378
390908,½ºÅ¸¹÷½º,127.102911969818,37.544130344049
391645,½ºÅ¸¹÷½º,126.983083260827,37.5608556864363
392505,½ºÅ¸¹÷½º,126.897257447574,37.568275645267704
392600,½ºÅ¸¹÷½º,127.07204319614999,37.541224682309704
392893,½ºÅ¸¹÷½º,127.03773377270201,37.501574090614206
392967,½ºÅ¸¹÷½º¾Ð±¸Á¤·Îµ¥¿À¿ªÁ¡,127.040513119755,37.5265378643378
393132,½ºÅ¸¹÷½º,129.067558785576,35.153656645285004
393264,½ºÅ¸¹÷½º,129.128462304753,35.1720788458596
393854,½ºÅ¸¹÷½º°­³²¿¡ºñ´ºÁ¡,127.02388692547399,37.502721958552
394331,½ºÅ¸¹÷½º,126.981226721716,37.57500405238
394968,½ºÅ¸¹÷½º¿¬½Å³»¿ªÁ¡,126.92010980759501,37.617800446052705
396330,½ºÅ¸¹÷½º,127.055580896323,37.50694425070989
396777,½ºÅ¸¹÷½º,127.057395337984,37.4921723983972
397699,½ºÅ¸¹÷½º»ó¾ÏµðÁöÅÐÅ¥ºêÁ¡,126.889225742053,37.576300640514795
397758,½ºÅ¸¹÷½º,127.03093125807399,37.4897326719337
398019,½ºÅ¸¹÷½º,126.98563245418,37.5773666774701
399471,½ºÅ¸¹÷½º,126.903914224263,37.517212666105706
400137,½ºÅ¸¹÷½º,127.0511760602,37.503764266198395
400390,½ºÅ¸¹÷½º,126.9858514681,37.562050853336395
400618,½ºÅ¸¹÷½º,126.870595896767,37.528008576720204
401687,½ºÅ¸¹÷½º,127.05913910242799,37.5118203253706
401706,½ºÅ¸¹÷½ºÁ¾·Î¼ö¼ÛÁ¡,126.98068354236601,37.5716655130709
402455,½ºÅ¸¹÷½º¸¶Æ÷Æ®¶óÆÓÁ¡,126.95550656842501,37.552244261774604
402660,½ºÅ¸¹÷½º,126.985676893834,37.4972370082012
402911,½ºÅ¸¹÷½º,126.832196508633,37.5295182620174
403474,½ºÅ¸¹÷½º,126.923207056972,37.547502973067104
403671,½ºÅ¸¹÷½º¿£ÅÍ½Ä½ºÇÑ¾ç´ëÁ¡,127.040008574127,37.557070331727
407920,½ºÅ¸¹÷½º,127.028627805482,37.5191511988017
408124,½ºÅ¸¹÷½º,126.923245387766,37.551918417829796
408868,½ºÅ¸¹÷½º,127.082546387004,37.537360142267296
409941,½ºÅ¸¹÷½ºµ¿¿©ÀÇµµÁ¡,126.93177854364299,37.520198138511795
411219,½ºÅ¸¹÷½º¹Ì¾Æ»ç°Å¸®¿ªÁ¡,127.03068549429199,37.611840615050504
413641,½ºÅ¸¹÷½º¼Ò°ø·ÎºÏÃ¢Á¡,126.97892425905,37.563712135123794
414425,½ºÅ¸¹÷½ºÆ÷½ºÄÚ»ç°Å¸®Á¡,127.057428066223,37.5075627123392
416069,½ºÅ¸¹÷½º,127.033983452137,37.6011813308853
416619,½ºÅ¸¹÷½ºÈ­°îµ¿Á¡,126.83756898643298,37.5405548865621
416735,½ºÅ¸¹÷½º½Å¼³µ¿¿ªÁ¡,127.02550323167802,37.5767024003417
417002,½ºÅ¸¹÷½º,129.07206987370702,35.207186283523
417237,½ºÅ¸¹÷½º,127.126233039197,37.4918996397466
419177,½ºÅ¸¹÷½º,126.99050928001002,37.49194416824479
419639,½ºÅ¸¹÷½º,126.98785574876001,37.5511113627592
419876,½ºÅ¸¹÷½º,129.081252384634,35.196504358585294
420246,½ºÅ¸¹÷½º,126.923429755471,37.523357078957
420494,½ºÅ¸¹÷½º¼­±³µ¿»ç°Å¸®Á¡,126.918561136612,37.553407372579606
421168,½ºÅ¸¹÷½º,127.039391664754,37.492225610599704
421994,½ºÅ¸¹÷½º,128.903180537101,35.0840433496121
422786,½ºÅ¸¹÷½º,127.09250549276199,37.597870460692
424617,½ºÅ¸¹÷½ºµ¿¹¦¾Õ¿ªÁ¡,127.016068581604,37.5727136114594
426240,½ºÅ¸¹÷½º,126.89459081557101,37.537300079323
426410,½ºÅ¸¹÷½º,126.97785493719,37.5674151730747
429544,½ºÅ¸¹÷½ºµÐÃÌµ¿Á¡,127.133928149649,37.52276357105271
429696,½ºÅ¸¹÷½º,129.162202881886,35.1601770763519
429850,½ºÅ¸¹÷½º,126.896859894016,37.5338162535295
431510,½ºÅ¸¹÷½º,129.036230437511,35.1550012950882
432360,½ºÅ¸¹÷½º,127.120508852575,37.5065444620512
435224,½ºÅ¸¹÷½º,127.05625242638901,37.4472723955747
437203,½ºÅ¸¹÷½º¿°Ã¢¿ªÁ¡,126.87452635372,37.547274247042296
437322,½ºÅ¸¹÷½º¸¶Æ÷ÀÌ¸¶Æ®Á¡,126.953346488998,37.542421791058295
437366,½ºÅ¸¹÷½º¸íµ¿ÀÔ±¸Á¡,126.982258687479,37.5632273331076
437512,½ºÅ¸¹÷½º¾à¼ö¿ªÁ¡,127.01071622933998,37.5554228939156
437520,½ºÅ¸¹÷½º,126.980582926744,37.5591131321314
437661,½ºÅ¸¹÷½º¼þ½Ç´ëÀÔ±¸¿ªÁ¡,126.952704694419,37.4968681980081
437881,½ºÅ¸¹÷½ºÇö´ëµðÅ¥ºêB2Á¡,126.888484621418,37.508058038284105
438048,½ºÅ¸¹÷½º½ÅÃÌ¿À°Å¸®Á¡,126.93466360149598,37.5551666257155
438133,½ºÅ¸¹÷½º,126.99033643077,37.564368932638104
438225,½ºÅ¸¹÷½º,126.964069882556,37.5598884579046
438447,½ºÅ¸¹÷½º,129.234970505052,35.3237482824346
438662,½ºÅ¸¹÷½º¿µµîÆ÷½Å±æDTÁ¡,126.91005961849899,37.5045648097649
438847,½ºÅ¸¹÷½º´ëÄ¡»ç°Å¸®Á¡,127.05881553706499,37.5033568327036
439294,½ºÅ¸¹÷½º,129.052578034968,35.163919371925004
439660,½ºÅ¸¹÷½º,127.011922479411,37.508614488461795
440252,½ºÅ¸¹÷½º,129.162272831696,35.1604648472611
440873,½ºÅ¸¹÷½º,127.06015953382901,37.4989974073525
441577,½ºÅ¸¹÷½º,129.124131131116,35.1812140717086
441608,½ºÅ¸¹÷½º,127.133078371911,37.5365615358794
442310,½ºÅ¸¹÷½º,129.21102711507,35.1840720054714
442677,½ºÅ¸¹÷½ººÎ»êÀç¼ÛDT,129.124131131116,35.1812140717086
442920,½ºÅ¸¹÷½º,126.973615890497,37.557088497428104
443513,½ºÅ¸¹÷½ºµ¿ºÎ»êDT,129.21102711507,35.1840720054714
444674,½ºÅ¸¹÷½º,127.01884212683399,37.590829620739704
445041,½ºÅ¸¹÷½ºÇÕÁ¤Á¡,126.91204590555799,37.5500407049077
445520,½ºÅ¸¹÷½ºÀ»¼÷µµ°­º¯DTÁ¡,128.959639977562,35.1154475120822
446227,½ºÅ¸¹÷½º¾Ð±¸Á¤Á¡,127.029541735527,37.526322072252796
446254,½ºÅ¸¹÷½º,126.883859005074,37.4814335948223
446471,½ºÅ¸¹÷½º±¤¾ÈºñÄ¡,129.11774096458,35.1531049335463
447499,½ºÅ¸¹÷½º,127.01644066132499,37.565940863069
449910,½ºÅ¸¹÷½º,126.96500010525101,37.4761982963166
452229,½ºÅ¸¹÷½º¼º½Å¿©´ëÁ¤¹®,127.01884212683399,37.590829620739704
452751,½ºÅ¸¹÷½º,126.97990239274598,37.5708388183663
452895,½ºÅ¸¹÷½º,127.010920838672,37.5347996427069
453078,½ºÅ¸¹÷½ºÄ¿ÇÇ¸¶Æ÷¿°¸®,126.94746278019699,37.5439913688051
453213,½ºÅ¸¹÷½º,126.916882222676,37.5278654998234
453317,½ºÅ¸¹÷½º,127.021108114965,37.6183841817231
453520,½ºÅ¸¹÷½º,127.014972083703,37.569154356118005
453553,½ºÅ¸¹÷½º,129.11774096458,35.1531049335463
453799,½ºÅ¸¹÷½º,126.868376108501,37.5259149373251
454011,½ºÅ¸¹÷½º,126.86311230232201,37.5350639785405
455640,½ºÅ¸¹÷½º,126.95812885181401,37.5069358330654
456684,½ºÅ¸¹÷½º,127.030693855019,37.49235279858821
457372,½ºÅ¸¹÷½º,126.840442028048,37.5669203191806
465203,½ºÅ¸¹÷½º,127.107405691887,37.5146007564183
465214,½ºÅ¸¹÷½ºÄ¿ÇÇ¼­°­´ëÈï¿ª,126.94155205656,37.5482545237074
470562,½ºÅ¸¹÷½º,129.063037211547,35.157049580457
470657,½ºÅ¸¹÷½º,126.98075850417901,37.5603490764434
473473,½ºÅ¸¹÷½º¾çÃµÇâ±³¿ª,126.84055856385,37.5674350512757
473474,½ºÅ¸¹÷½º,126.863169824979,37.535001459722
473477,½ºÅ¸¹÷½º,126.94746278019699,37.5439913688051
474036,½ºÅ¸¹÷½º,126.97223809158899,37.5428580456495
475909,½ºÅ¸¹÷½º,127.00613308162201,37.559637334572
476485,½ºÅ¸¹÷½º,126.924872251138,37.5292630435403
476741,½ºÅ¸¹÷½º,127.022506036871,37.5218849410754
477926,½ºÅ¸¹÷½º,127.04181932969101,37.5252509543256
478369,½ºÅ¸¹÷½º,126.97039214150699,37.5248570913299
478872,½ºÅ¸¹÷½º,126.86881902233101,37.5205579957556
481062,½ºÅ¸¹÷½º,126.95219031444599,37.4818791585149
481285,½ºÅ¸¹÷½º,126.905019084861,37.526755944545606
481324,½ºÅ¸¹÷½º,126.98655264751301,37.493523177117
481628,½ºÅ¸¹÷½º,129.06138484985502,35.1962835154483
481867,½ºÅ¸¹÷½º,126.94155205656,37.5482545237074
482691,½ºÅ¸¹÷½º,128.959562347489,35.1153760139958
484187,½ºÅ¸¹÷½º,126.95220514258999,37.4816269954237
484335,½ºÅ¸¹÷½º,126.931678534065,37.549418048525
485263,½ºÅ¸¹÷½º,127.05644099938101,37.5221789486327
486094,½ºÅ¸¹÷½º,129.110570722879,35.1471946665657
486468,½ºÅ¸¹÷½º,127.022582353053,37.507360608755995
486907,½ºÅ¸¹÷½º,127.051102662847,37.568495187971
487162,½ºÅ¸¹÷½º,126.93050216113501,37.566797454407
488338,½ºÅ¸¹÷½º,127.00719164478501,37.5651606310157
488487,½ºÅ¸¹÷½º,127.050725248402,37.593766447768104
488655,½ºÅ¸¹÷½º,129.114500472629,35.1657722223676
490069,½ºÅ¸¹÷½º,127.120565823608,37.5065088438119
490170,½ºÅ¸¹÷½ººÎ»êÀç¼ÛDT,129.12400002163,35.181260357632
490416,½ºÅ¸¹÷½ºµ¿ºÎ»êDT,129.21083005414602,35.1841100307052
506258,½ºÅ¸¹÷½º,126.898645735596,37.4715797313437
506280,½ºÅ¸¹÷½º,126.97513986945499,37.5565521000357
507038,½ºÅ¸¹÷½º¾ÆÅ©·ÎÈú½º³íÇö,127.04035282204599,37.509020089374204
507099,½ºÅ¸¹÷½º,127.02406214788799,37.566544740194104
507262,½ºÅ¸¹÷½º,127.02930198531601,37.607612382103895
507514,½ºÅ¸¹÷½º,127.120744114354,37.4845512962666
507919,½ºÅ¸¹÷½º,127.019520989445,37.514850016339395
508043,½ºÅ¸¹÷½º,126.82898701343201,37.560391911309
508643,½ºÅ¸¹÷½º,126.903216919415,37.448870700207706
509777,½ºÅ¸¹÷½º,127.052010174093,37.5915602101229
510156,½ºÅ¸¹÷½º½Å¼¼°èº»Á¡5F,126.98096592536301,37.5609095133129
510838,½ºÅ¸¹÷½º,127.098885013703,37.515779517438396
512593,½ºÅ¸¹÷½º,129.098943540848,35.123116344351104
514672,½ºÅ¸¹÷½º,127.12487230133101,37.4796170833121
515469,½ºÅ¸¹÷½º,127.14374389224501,37.478547924507
515561,½ºÅ¸¹÷½º,127.04595802357201,37.5183012998145
515796,½ºÅ¸¹÷½º,129.08069049691798,35.1880724097837
516344,½ºÅ¸¹÷½º,126.919574282578,37.5302599014954
518634,½ºÅ¸¹÷½º,129.110444877987,35.1468172367236
518673,½ºÅ¸¹÷½º,126.983663297339,37.5664831848697
519669,½ºÅ¸¹÷½º,126.919789644121,37.6203564387311
521607,½ºÅ¸¹÷½º,127.027700663957,37.5679083090213
521687,½ºÅ¸¹÷½º,126.89650510613701,37.48338151459271
522338,½ºÅ¸¹÷½º,126.91988220878099,37.6202221317245
522651,½ºÅ¸¹÷½º,127.00681633008001,37.5064271601893
523316,½ºÅ¸¹÷½º,126.853258269858,37.5615852559942
523320,½ºÅ¸¹÷½º,126.943833500618,37.588659503927204
523475,½ºÅ¸¹÷½º,127.098885013703,37.515779517438396
523780,½ºÅ¸¹÷½º,129.09895499486998,35.123152296228106
524103,½ºÅ¸¹÷½ºÄ¿ÇÇ°­³²´ë·Î½Å»ç,127.019520989445,37.514850016339395
524410,½ºÅ¸¹÷½º¾çÃµÇâ±³¿ª,126.840442028048,37.5669203191806
524610,½ºÅ¸¹÷½º,129.029733589058,35.098394706438896
29761,½ºÅ¸¹÷½º,128.5966770941,35.8675078052018
30440,½ºÅ¸¹÷½º´ë±¸¹ý¿øÁ¡,128.627769586325,35.864537244460294
30861,½ºÅ¸¹÷½º,128.533791042123,35.82279130566079
37210,½ºÅ¸¹÷½º¿ï»ê»ï»êÅ¸¿öÁ¡,129.336798688725,35.5395324314302
38202,½ºÅ¸¹÷½ºÀÎÃµÃ»¶óÅ¸¿öµ¼,126.652014362971,37.533888075538705
41481,½ºÅ¸¹÷½º,126.914596669305,35.1473415964027
42813,½ºÅ¸¹÷½º,128.520117204754,35.850711377161396
43632,½ºÅ¸¹÷½º,128.588412240712,35.887909412476795
45217,½ºÅ¸¹÷½º,127.43806102246599,36.349936397084896
46685,½ºÅ¸¹÷½º,127.400514029135,36.3994576638341
46797,½ºÅ¸¹÷½º,126.85344761203001,35.1520334733201
47418,½ºÅ¸¹÷½º,126.70751646732201,37.451559814110105
48905,½ºÅ¸¹÷½º,126.824777749032,35.19040987165079
49934,½ºÅ¸¹÷½º,127.426601920943,36.3279454723366
51645,½ºÅ¸¹÷½º,126.819507827656,35.1911337975241
54136,½ºÅ¸¹÷½º,126.918247489114,35.1467883403093
54386,½ºÅ¸¹÷½º,128.46425782696699,35.8591602989892
63717,½ºÅ¸¹÷½º,126.650653848885,37.3975739615739
65127,½ºÅ¸¹÷½º,128.613093969858,35.9071192167271
68835,½ºÅ¸¹÷½º,128.600745342969,35.8695515591633
69257,½ºÅ¸¹÷½º´ëÀüÈ£ÅÚ,127.38760866242201,36.3590975393155
72672,½ºÅ¸¹÷½º,129.298381303248,35.5505786540484
74166,½ºÅ¸¹÷½º,126.868574512463,35.212784555950996
74798,½ºÅ¸¹÷½º,128.594172940819,35.867294885000604
75781,½ºÅ¸¹÷½º,127.380612151158,36.3533475658435
76614,½ºÅ¸¹÷½º,127.38953279170299,36.3509871361072
77406,½ºÅ¸¹÷½º,126.701008677583,37.446208388577496
78870,½ºÅ¸¹÷½º,127.438044823728,36.3661408027969
84474,½ºÅ¸¹÷½º,127.436724938484,36.3513630967449
85143,½ºÅ¸¹÷½º,126.716208183935,37.5123210624832
85973,½ºÅ¸¹÷½º¼ö¼º¹ü¾î¿ªÁ¡,128.62306437030702,35.8589735422265
86731,½ºÅ¸¹÷½º,128.556504905216,35.858254712294
87949,½ºÅ¸¹÷½º,128.613094188458,35.8611609632535
89097,½ºÅ¸¹÷½º,128.6531987141,35.8800936416114
92609,½ºÅ¸¹÷½º,128.727471953237,35.8708880148835
93116,½ºÅ¸¹÷½º´ëÀü½ºÅ¸ÀÏ¸¶ÄÏ,127.43669956546302,36.3502454253977
93863,½ºÅ¸¹÷½º´ë±¸½ÃÁöÁ¡,128.708057529235,35.8395029502229
95850,½ºÅ¸¹÷½º,128.595804756402,35.8693147787515
96342,½ºÅ¸¹÷½º´ë±¸¹ü¾îÁ¦´Ï½º,128.62828425151,35.861001374714
97913,½ºÅ¸¹÷½º,126.866181845862,35.171569122051004
99218,½ºÅ¸¹÷½º,128.597859928811,35.8672405415574
99429,½ºÅ¸¹÷½º¼Û¸²Æ®·¹ÀÌ´õ½º,126.660334215495,37.483047919250396
109330,½ºÅ¸¹÷½º,128.639769954725,35.922041004033204
109896,½ºÅ¸¹÷½º,127.377260977952,36.3502388670403
110228,½ºÅ¸¹÷½º,127.339567187139,36.354551739186896
112288,½ºÅ¸¹÷½º,128.49381114830098,35.8558517742415
112316,½ºÅ¸¹÷½º,126.848842022929,35.1548742291197
113386,½ºÅ¸¹÷½º,127.383550861569,36.3480363811137
114545,½ºÅ¸¹÷½º,126.91731953858401,35.148078055964
115926,½ºÅ¸¹÷½º,128.51032515716003,35.8550707246958
116962,½ºÅ¸¹÷½º,126.721973525401,37.5271063759005
118612,½ºÅ¸¹÷½º,129.289647722612,35.535503305037
118774,½ºÅ¸¹÷½º,128.650236123286,35.8563689649214
119013,½ºÅ¸¹÷½ºµ¿¾Ï¿ª,126.702311007793,37.47155978311471
119361,½ºÅ¸¹÷½º,129.337321870326,35.53849914043221
119369,½ºÅ¸¹÷½º,129.260215897732,35.5424661748374
120946,½ºÅ¸¹÷½º,127.38976577047801,36.425286842483004
122377,½ºÅ¸¹÷½º,126.676372792805,37.5422818254116
123376,½ºÅ¸¹÷½º,126.87840433334999,35.1776410561905
124088,½ºÅ¸¹÷½º,128.579976552168,35.8353041044139
124382,½ºÅ¸¹÷½º,126.72519684577401,37.5165271141991
125145,½ºÅ¸¹÷½º,127.33793514307699,36.298566067006504
125405,½ºÅ¸¹÷½º,129.367350543941,35.5886081327382
127229,½ºÅ¸¹÷½º,128.62625435726298,35.8661675298147
129050,½ºÅ¸¹÷½º,126.721976300472,37.493777355067394
129347,½ºÅ¸¹÷½º,126.84335333676201,35.2146103759596
129361,½ºÅ¸¹÷½º,128.63640918329,35.9879714511258
129747,½ºÅ¸¹÷½º,126.65202400738899,37.5320951581792
129902,½ºÅ¸¹÷½ºÀÎÃµ°¥»êDT,126.73208043024799,37.5188447761935
130136,½ºÅ¸¹÷½º,128.536681609756,35.8444644422954
130280,½ºÅ¸¹÷½º,126.93018309285601,35.144613784913396
131216,½ºÅ¸¹÷½º,127.387897278192,36.34642746069179
131842,½ºÅ¸¹÷½º¿ùÆòÆ®·¹ÀÌ´õ½º,127.362928278008,36.3576977454764
133634,½ºÅ¸¹÷½º,128.556894236453,35.837927980525706
136526,½ºÅ¸¹÷½º,128.536549606963,35.8182813761888
136994,½ºÅ¸¹÷½º,126.85765771020701,35.142130961854704
137019,½ºÅ¸¹÷½º,126.914920529911,35.1493996685685
139360,½ºÅ¸¹÷½º,128.608571351382,35.8923245720595
140630,½ºÅ¸¹÷½º,126.70216244965599,37.4441847227165
140789,½ºÅ¸¹÷½º,129.428856322972,35.499883147873796
143590,½ºÅ¸¹÷½º±¤ÁÖ½Å¼¼°èÆÐ¼Ç¸ô,126.882076399765,35.1588090209153
148889,½ºÅ¸¹÷½º,127.344641126456,36.360672095575
148967,½ºÅ¸¹÷½º,129.32121188413998,35.5539989584888
